CNPJ,ESPECIALIDADE,ESTABELECIMENTO
9652820006688,Americana | Brasileira | Mexicana,Similar
9653733000108,Brasileira | Cozinha regional,Restaurante
9653831000137,Brasileira,Restaurante
9654126000154,Brasileira,Restaurante
9655191000102,Brasileira,Restaurante
9656822000108,Brasileira,Restaurante
9657154000125,Brasileira | Cozinha regional,Restaurante
9662752000192,Alemã | Brasileira | Portuguesa,Restaurante
9662820000113,Brasileira,Cafeteria
9662820000202,Brasileira,Restaurante
9662943000154,Brasileira,Restaurante
9663734000125,Brasileira,Restaurante
9663749000193,Brasileira,Cafeteria
9664175000178,Brasileira,Restaurante
9665109000112,Japonesa,Restaurante
9674620000180,Brasileira,Restaurante
9674947000152,Brasileira | Cozinha regional,Similar
9675689000129,Brasileira | Cozinha regional,Similar
9675837000105,Brasileira | Italiana | Japonesa,Restaurante
9685701000186,Brasileira | Cozinha regional,Restaurante
9686141000184,Brasileira,Restaurante
9686851000104,Brasileira | Cozinha regional | Italiana,Restaurante
9688692000187,Brasileira,Restaurante
9719657000188,Brasileira,Restaurante
9719858000185,Brasileira,Restaurante
9721011000135,Cozinha regional,Restaurante
9721105000104,Brasileira,Restaurante
9722724000113,Brasileira,Restaurante
9813116000114,Brasileira,Restaurante
9813461000158,Brasileira | Italiana,Restaurante
9813532000112,Brasileira,Similar
9813532000201,Italiana,Similar
9814003000133,Cozinha regional,Restaurante
9815398000199,Brasileira,Restaurante
9850173000335,Brasileira,Restaurante
9911647000140,Brasileira,Similar
9913313000105,Brasileira | Cozinha regional | Italiana,Restaurante
9942636000127,Cozinha regional,Restaurante
9944452000104,Brasileira | Cozinha regional,Restaurante
9967852003495,Americana | Brasileira | Italiana,Restaurante
9967852005358,Brasileira | Cozinha regional,Restaurante
9967852006168,Brasileira | Francesa,Restaurante
9967852007130,Cozinha regional,Restaurante
9967852010351,Brasileira | Cozinha regional,Restaurante
9967852010602,Brasileira | Portuguesa,Restaurante
9967852010785,Brasileira | Portuguesa,Restaurante
9967852011676,Brasileira,Bar
9967852011757,Brasileira | Cozinha regional,Restaurante
9967852012052,Brasileira | Portuguesa,Restaurante
9967852012133,Brasileira,Restaurante
9967852012214,Brasileira,Restaurante
9967852012648,Brasileira,Restaurante
9967852013105,Brasileira | Cozinha regional,Restaurante
9967852013296,Brasileira | Cozinha regional,Restaurante
9967852013377,Brasileira,Bar
9967852013458,Brasileira,Restaurante
9967852015582,Brasileira,Restaurante
9967852015825,Brasileira | Cozinha regional,Restaurante
9967852016201,Brasileira,Restaurante
9967852016392,Brasileira,Restaurante
9967852016805,Brasileira,Restaurante
9967852016988,Brasileira,Restaurante
9967852017011,Brasileira,Restaurante
9967852017283,Brasileira,Restaurante
9967852017364,Brasileira,Restaurante
9967852017445,Brasileira,Restaurante
9967852017879,Brasileira | Cozinha regional,Restaurante
9967852017950,Brasileira,Cafeteria
9967852018336,Brasileira,Restaurante
9967852018689,Brasileira,Restaurante
9967852018921,Cozinha regional,Restaurante
9967852019146,Brasileira,Restaurante
9967852019308,Brasileira,Restaurante
9967852019570,Brasileira,Restaurante
9967852019650,Brasileira,Restaurante
9967852019812,Cozinha regional,Restaurante
9967852020233,Italiana | Portuguesa,Restaurante
9967852020233,Asiática | Italiana | Portuguesa,Restaurante
9967852020403,Brasileira | Cozinha regional,Restaurante
9967852020586,Brasileira | Cozinha regional | Italiana,Restaurante
9967852020748,Brasileira,Restaurante
9967852021043,Brasileira,Restaurante
9967852021639,Brasileira,Restaurante
9967852022015,Brasileira,Restaurante
9967852022015,Portuguesa,Restaurante
10013574000158,Brasileira,Restaurante
10013866000190,Brasileira,Bar
10014089000107,Brasileira,Restaurante
10014575000117,Brasileira,Restaurante
10015276000105,Brasileira,Restaurante
10015901000100,Brasileira,Restaurante
10140035000180,Brasileira,Restaurante
10140073000132,Brasileira,Restaurante
10141531000158,Brasileira | Cozinha regional,Bar
10145968000160,Brasileira | Cozinha regional,Restaurante
10156793000196,Brasileira,Restaurante
10157830000180,Brasileira,Restaurante
10158040000110,Cozinha regional,Restaurante
10158920000196,Brasileira | Portuguesa,Restaurante
10159444000128,Brasileira,Similar
10159451000120,Brasileira | Cozinha regional,Restaurante
10171170000192,Brasileira,Bar
10172733000167,Italiana,Restaurante
10173350000103,Brasileira,Restaurante
10175442000122,Alemã | Brasileira | Cozinha regional,Bar
10175591000191,Cozinha regional,Restaurante
10177052000191,Americana | Argentina | Brasileira,Restaurante
10177466000110,Brasileira | Cozinha regional,Restaurante
10188725000109,Cozinha regional,Restaurante
10193939000173,Brasileira | Cozinha regional,Restaurante
10194630000106,Brasileira,Restaurante
10198867000157,Brasileira | Italiana,Restaurante
10202515000128,Brasileira,Cafeteria
10202818000140,Brasileira,Similar
10207508000119,Americana | Argentina | Brasileira,Restaurante
10209340000180,Brasileira,Similar
10210128000133,Cozinha regional,Restaurante
10213334000105,Americana | Brasileira | Italiana,Similar
10213689000196,Brasileira,Similar
10214491000127,Brasileira,Restaurante
10216329000148,Brasileira,Restaurante
10216634000130,Brasileira,Cafeteria
10217310000116,Brasileira,Similar
10217820000193,Cozinha regional | Italiana | Japonesa,Restaurante
10217879000181,Japonesa,Restaurante
10220889000176,Árabe,Restaurante
10221225000121,Brasileira | Japonesa,Restaurante
10221235000167,Brasileira | Cozinha regional | Italiana,Restaurante
10222007000101,Brasileira,Bar
10222304000157,Brasileira,Restaurante
10222612000182,Brasileira,Restaurante
10222612000506,Brasileira,Restaurante
10222676000183,Americana,Restaurante
10222736000168,Brasileira,Cafeteria
10223075000195,Brasileira,Restaurante
10225262000108,Brasileira,Restaurante
10226127000187,Brasileira,Restaurante
10226681000164,Brasileira,Similar
10228764000192,Cozinha regional,Similar
10234779000163,Brasileira,Restaurante
10235011000104,Brasileira | Italiana,Restaurante
10235734000103,Brasileira,Restaurante
10235969000103,Brasileira | Japonesa,Restaurante
10238249000193,Brasileira,Restaurante
10238634000130,Argentina | Brasileira,Restaurante
10238887000104,Portuguesa,Bar
10243447000145,Brasileira,Similar
10246662000108,Japonesa,Restaurante
10246819000197,Brasileira,Restaurante
10247015000102,Brasileira,Restaurante
10250226000102,Brasileira,Restaurante
10251089000112,Asiática | Chinesa | Japonesa,Restaurante
10254717000113,Italiana,Restaurante
10254717000202,Brasileira | Francesa,Restaurante
10254717000202,Brasileira,Restaurante
10254717000385,Brasileira | Francesa,Restaurante
10254717000385,Brasileira,Restaurante
10254717000466,Brasileira | Francesa,Restaurante
10254717000466,Brasileira,Restaurante
10254717000547,Brasileira | Francesa,Restaurante
10254717000547,Brasileira,Restaurante
10254717000628,Brasileira | Italiana,Restaurante
10254717000628,Brasileira,Restaurante
10254717000709,Italiana,Restaurante
10254717000890,Francesa,Restaurante
10254717000970,Italiana,Restaurante
10254776000191,Americana | Brasileira | Portuguesa,Restaurante
10255205000171,Brasileira,Restaurante
10255953000154,Brasileira,Restaurante
10259094000171,Brasileira,Restaurante
10259444000108,Argentina | Brasileira | Italiana,Restaurante
10259774000195,Americana,Restaurante
10259774000276,Americana,Restaurante
10259774000357,Americana,Restaurante
10259774000438,Americana,Restaurante
10261744000113,Brasileira,Restaurante
10261813000199,Brasileira | Portuguesa,Restaurante
10261916000159,Brasileira,Similar
10262722000178,Brasileira,Similar
10263048000146,Brasileira,Restaurante
10263109000175,Brasileira,Restaurante
10263924000134,Brasileira,Restaurante
10264146000106,Brasileira,Restaurante
10264915000168,Brasileira | Cozinha regional,Restaurante
10265745000136,Asiática,Restaurante
10266859000109,Brasileira | Cozinha regional,Restaurante
10268156000101,Brasileira,Restaurante
10269730000146,Brasileira,Restaurante
10271761000131,Brasileira | Cozinha regional | Italiana,Similar
10271890000120,Brasileira | Japonesa,Restaurante
10271923000131,Brasileira,Restaurante
10272135000160,Cozinha regional | Italiana | Portuguesa,Restaurante
10272403000143,Brasileira,Restaurante
10272403000224,Brasileira,Restaurante
10272403000305,Brasileira,Restaurante
10272931000100,Brasileira,Restaurante
10274620000172,Brasileira,Restaurante
10277474000139,Brasileira,Restaurante
10278747000160,Brasileira,Bar
10280839000184,Cozinha regional,Bar
10282464000191,Americana | Brasileira,Restaurante
10282944000152,Argentina | Brasileira | Portuguesa,Restaurante
10284404000108,Brasileira | Cozinha regional,Restaurante
10284624000131,Brasileira,Similar
10284624000212,Brasileira,Cafeteria
10285191000139,Brasileira,Restaurante
10286149000132,Americana | Brasileira | Tailandesa,Cafeteria
10286518000197,Brasileira,Similar
10286518000278,Brasileira,Restaurante
10290034000111,Italiana,Restaurante
10290562000170,Brasileira,Restaurante
10291617000167,Americana | Mexicana,Restaurante
10291637000138,Americana | Mexicana,Restaurante
10292283000146,Portuguesa,Restaurante
10293005000103,Cozinha regional,Restaurante
10293382000142,Brasileira | Cozinha regional,Restaurante
10293382000223,Brasileira,Cafeteria
10293556000177,Brasileira,Restaurante
10293574000159,Cozinha regional,Similar
10294249000100,Brasileira,Bar
10294672000100,Brasileira,Restaurante
10295866000120,Brasileira,Restaurante
10296764000120,Brasileira,Similar
10296883000182,Brasileira | Portuguesa,Restaurante
10297642000158,,Restaurante
10301038000158,Brasileira,Restaurante
10302649000110,Brasileira,Restaurante
10303952000138,Brasileira,Similar
10304869000183,Italiana,Restaurante
10305273000106,Brasileira,Restaurante
10305476000194,Japonesa,Similar
10306906000192,Brasileira,Restaurante
10306924000174,Portuguesa,Restaurante
10307567000169,Brasileira,Restaurante
10310544000103,Brasileira,Restaurante
10313467000145,Brasileira | Cozinha regional,Restaurante
10315314000137,Brasileira | Italiana | Portuguesa,Similar
10315314000137,Brasileira | Italiana | Portuguesa,Restaurante
10316096000155,Brasileira,Restaurante
10317093000136,Brasileira,Restaurante
10317309000163,Brasileira,Restaurante
10318548000138,Brasileira,Restaurante
10319910000195,Brasileira,Similar
10320228000112,Japonesa,Restaurante
10321114000197,Brasileira | Cozinha regional,Restaurante
10321210000135,Brasileira | Italiana,Restaurante
10321823000172,Brasileira,Similar
10322502000192,Cozinha regional,Cafeteria
10323576000143,Brasileira,Restaurante
10323813000176,Brasileira,Bar
10325107000163,Brasileira,Bar
10326405000178,Brasileira | Cozinha regional,Restaurante
10328834000184,Brasileira,Restaurante
10330182000112,Brasileira,Restaurante
10330374000129,Brasileira,Similar
10330458000162,Brasileira,Restaurante
10330567000180,Brasileira,Restaurante
10330904000139,Brasileira,Restaurante
10333851000100,Brasileira,Restaurante
10334356000115,Cozinha regional,Restaurante
10334526000161,Brasileira | Cozinha regional,Bar
10335285000175,Brasileira | Cozinha regional | Italiana,Restaurante
10335520000109,Brasileira | Cozinha regional,Restaurante
10336145000111,Brasileira | Italiana | Portuguesa,Similar
10336785000121,Brasileira,Cafeteria
10340626000109,Brasileira | Cozinha regional,Restaurante
10341906000123,Francesa,Cafeteria
10343467000198,Brasileira,Restaurante
10347062000128,Japonesa,Restaurante
10347996000160,Brasileira,Restaurante
10348783000152,Argentina,Similar
10351891000184,Americana | Brasileira,Cafeteria
10351945000101,Asiática | Chinesa | Japonesa,Restaurante
10352032000100,Brasileira,Cafeteria
10356738000140,Japonesa,Restaurante
10358579000112,Brasileira | Japonesa,Restaurante
10359981000111,Brasileira | Cozinha regional,Similar
10360552000164,Cozinha regional,Similar
10361070000129,Japonesa,Restaurante
10363838000101,Japonesa,Restaurante
10364090000153,Brasileira,Restaurante
10364879000295,Brasileira,Restaurante
10365639000124,Brasileira | Portuguesa,Restaurante
10366108000156,Brasileira | Italiana | Portuguesa,Restaurante
10366835000113,Brasileira | Árabe,Restaurante
10367813000178,Brasileira | Italiana,Restaurante
10368766000187,Brasileira,Cafeteria
10368886000184,Brasileira | Italiana | Portuguesa,Similar
10369077000197,Brasileira,Similar
10369398000191,Alemã | Chinesa,Similar
10369441000119,Brasileira,Restaurante
10370176000199,Brasileira,Restaurante
10371589000198,Brasileira,Restaurante
10372433000121,Brasileira,Restaurante
10373029000172,Brasileira,Cafeteria
10373374000106,Brasileira | Portuguesa,Restaurante
10373374000700,Brasileira,Restaurante
10373374001188,Brasileira,Restaurante
10373374001269,Brasileira,Restaurante
10373374001340,Brasileira,Restaurante
10373374001420,Brasileira,Restaurante
10373374001692,Brasileira,Restaurante
10373374001773,Brasileira,Restaurante
10374029000197,Brasileira | Japonesa,Restaurante
10374484000192,Brasileira,Restaurante
10375737000142,Brasileira | Cozinha regional,Bar
10376383000150,Japonesa,Restaurante
10376539000101,Brasileira,Similar
10377437000100,Mexicana,Restaurante
10378048000191,Brasileira,Restaurante
10378590000144,Brasileira,Similar
10380331000158,Asiática | Brasileira | Árabe,Restaurante
10380868000118,Argentina | Brasileira,Restaurante
10382146000100,Brasileira,Similar
10386271000180,Brasileira,Restaurante
10386814000160,Italiana,Restaurante
10387548000190,Brasileira,Cafeteria
10389503000154,Portuguesa,Restaurante
10390850000105,Italiana,Restaurante
10391278000190,Brasileira | Cozinha regional,Restaurante
10392186000125,Brasileira,Restaurante
10393114000100,Brasileira,Restaurante
10396497000162,Brasileira,Restaurante
10397194000164,Brasileira,Restaurante
10398252000174,Brasileira,Restaurante
10398415000119,Argentina | Brasileira | Cozinha regional,Restaurante
10398588000137,Brasileira,Restaurante
10400151000190,Italiana,Restaurante
10400302000100,Brasileira,Bar
10400623000105,Brasileira,Restaurante
10402182000180,Brasileira,Restaurante
10402503000147,Brasileira | Cozinha regional,Restaurante
10404380000183,Brasileira,Cafeteria
10406488000105,Brasileira,Similar
10406667000142,Portuguesa,Restaurante
10407994000119,Brasileira,Similar
10408445000169,Brasileira | Italiana,Restaurante
10411066000128,Brasileira,Cafeteria
10413154000169,Brasileira,Restaurante
10414244000174,Brasileira,Cafeteria
10414741000172,Brasileira | Italiana,Restaurante
10418623000132,Brasileira,Restaurante
10418731000105,Cozinha regional,Restaurante
10420733000139,Italiana,Restaurante
10421615000145,Brasileira,Restaurante
10423136000168,Mexicana,Restaurante
10423683000143,Brasileira,Restaurante
10424259000113,Brasileira | Cozinha regional,Restaurante
10424345000126,Brasileira,Similar
10426290000193,Brasileira,Restaurante
10427041000112,Brasileira | Cozinha regional,Restaurante
10428141000163,Brasileira,Cafeteria
10429356000107,Portuguesa,Cafeteria
10430412000115,Brasileira,Restaurante
10430799000100,Brasileira | Cozinha regional,Restaurante
10431374000115,Brasileira,Similar
10433818000151,Cozinha regional,Restaurante
10436136000100,Cozinha regional | Francesa | Italiana,Restaurante
10437006000184,Brasileira,Restaurante
10438582000146,Brasileira,Restaurante
10438582000146,Brasileira,Similar
10439913000162,Brasileira,Restaurante
10444250000174,Brasileira,Similar
10444250000255,Brasileira,Similar
10444590000103,Brasileira,Similar
10445731000102,Brasileira,Restaurante
10446141000196,Japonesa,Restaurante
10446303000196,Brasileira,Bar
10446793000120,Brasileira,Restaurante
10447644000186,Brasileira,Restaurante
10448589000149,Brasileira,Restaurante
10449086000198,Americana,Restaurante
10449086000279,Americana,Restaurante
10449086000350,Americana,Restaurante
10449086000511,Americana,Restaurante
10449086000600,Americana,Restaurante
10450309000137,Japonesa,Restaurante
10450865000294,Espanhola,Restaurante
10451244000144,Cozinha regional,Restaurante
10452334000150,Brasileira,Restaurante
10452855000107,Italiana,Restaurante
10452855000298,Brasileira | Cozinha regional,Restaurante
10452914000147,Brasileira,Restaurante
10455885000177,Cozinha regional,Restaurante
10456117000138,Brasileira,Cafeteria
10458233000196,Brasileira,Similar
10458730000194,Brasileira | Italiana,Restaurante
10458730000275,Brasileira | Italiana,Restaurante
10458730000356,Brasileira | Italiana,Restaurante
10458730000437,Brasileira | Italiana,Restaurante
10461752000103,Francesa,Restaurante
10462181000121,Cozinha regional,Restaurante
10462907000126,Brasileira,Restaurante
10463471000190,Brasileira,Restaurante
10465400000126,Brasileira | Cozinha regional,Restaurante
10465446000145,Brasileira | Portuguesa,Restaurante
10465456000180,Brasileira,Restaurante
10467234000105,Alemã | Cozinha regional | Italiana,Restaurante
10468128000138,Brasileira,Restaurante
10468631000193,Brasileira,Bar
10470039000126,Chinesa | Japonesa,Restaurante
10470325000191,Brasileira | Cozinha regional,Restaurante
10470398000183,Brasileira | Cozinha regional | Portuguesa,Restaurante
10470850000107,Brasileira,Similar
10470850000298,Brasileira | Cozinha regional,Similar
10470850000379,Brasileira,Similar
10470850000450,Brasileira,Similar
10470850000530,Brasileira,Similar
10470850000611,Brasileira,Similar
10470850000700,Brasileira,Similar
10470850000883,Brasileira,Similar
10470850001006,Brasileira,Similar
10470850001189,Brasileira,Similar
10470850001421,Brasileira,Similar
10472386000198,Brasileira,Restaurante
10472685000122,Argentina,Restaurante
10472979000154,Italiana,Restaurante
10474014000109,Americana | Italiana,Restaurante
10474687000150,Brasileira,Restaurante
10477767000160,Cozinha regional | Grega,Cafeteria
10479075000150,Cozinha regional,Restaurante
10479130000102,Brasileira | Japonesa,Restaurante
10479689000132,Brasileira | Portuguesa,Restaurante
10480238000115,Brasileira,Similar
10480605000180,Brasileira,Restaurante
10482988000126,Alemã | Brasileira | Cozinha regional,Restaurante
10483779000105,Japonesa,Restaurante
10483910000126,Brasileira | Cozinha regional | Japonesa,Restaurante
10486642000104,Brasileira | Cozinha regional | Francesa,Restaurante
10487456000181,Cozinha regional,Restaurante
10489007000172,Cozinha regional,Restaurante
10490960000130,Brasileira,Restaurante
10490981000156,Brasileira,Restaurante
10492026000158,Brasileira,Restaurante
10494027000131,Brasileira,Restaurante
10494206000179,Brasileira,Cafeteria
10494739000150,Brasileira,Similar
10495743000133,Brasileira,Restaurante
10495744000188,Brasileira,Restaurante
10497031000153,Brasileira,Restaurante
10497607000182,Brasileira | Cozinha regional | Portuguesa,Restaurante
10497849000176,Brasileira,Restaurante
10498447000196,Brasileira | Cozinha regional,Similar
10498472000170,Brasileira,Restaurante
10499188000118,Brasileira,Restaurante
10499565000119,Brasileira,Similar
10500278000181,Brasileira,Similar
10500570000102,Japonesa,Restaurante
10500876000150,Brasileira,Restaurante
10502027000136,Cozinha regional,Restaurante
10502889000169,Brasileira | Cozinha regional,Restaurante
10503818000180,Brasileira,Restaurante
10505373000178,Cozinha regional,Restaurante
10505508000103,Cozinha regional,Restaurante
10505611000145,Brasileira,Similar
10505614000189,Brasileira | Cozinha regional,Restaurante
10506412000151,Brasileira,Similar
10507162000174,Brasileira,Restaurante
10507342000156,Cozinha regional,Cafeteria
10507387000120,Brasileira | Cozinha regional,Restaurante
10508070000109,Brasileira,Similar
10508373000121,Brasileira | Cozinha regional | Espanhola,Restaurante
10508748000153,Brasileira,Similar
10511660000190,Brasileira | Cozinha regional,Restaurante
10511669000100,Brasileira,Bar
10514034000158,Brasileira,Similar
10514360000165,Brasileira | Cozinha regional,Cafeteria
10515176000130,Italiana | Portuguesa,Restaurante
10515531000170,Brasileira | Cozinha regional,Restaurante
10516734000181,Brasileira,Cafeteria
10519155000192,Brasileira,Restaurante
10519881000105,Americana | Brasileira | Portuguesa,Restaurante
10522856000180,Brasileira,Bar
10523079000199,Brasileira | Cozinha regional,Similar
10524896000161,Brasileira | Cozinha regional,Restaurante
10525330000154,Brasileira | Cozinha regional | Portuguesa,Similar
10525383000175,Alemã | Brasileira,Restaurante
10526456000143,Brasileira,Restaurante
10527555000140,Japonesa,Restaurante
10528244000103,Brasileira,Cafeteria
10528609000191,Brasileira,Similar
10529059000125,Alemã | Brasileira,Similar
10531613000109,Brasileira | Cozinha regional,Restaurante
10531723000170,Italiana,Similar
10531953000130,Brasileira | Cozinha regional,Cafeteria
10533219000100,Brasileira,Restaurante
10533528000180,Brasileira | Italiana,Restaurante
10533528000180,Italiana,Restaurante
10534119000106,Brasileira,Bar
10534753000130,Italiana,Restaurante
10539643000161,Brasileira | Cozinha regional,Restaurante
10540693000169,Brasileira,Restaurante
10540799000162,Brasileira | Cozinha regional,Restaurante
10541975000180,Brasileira,Bar
10542213000107,Cozinha regional,Restaurante
10542662000147,Brasileira,Restaurante
10542662000228,Brasileira,Restaurante
10544114000156,Brasileira,Bar
10544478000136,Brasileira | Cozinha regional,Similar
10544854000192,Brasileira,Restaurante
10545964000179,Cozinha regional,Restaurante
10546104000150,Asiática | Chinesa | Japonesa,Restaurante
10547026000108,Brasileira,Restaurante
10550322000168,Italiana,Restaurante
10551222000156,Brasileira | Italiana | Portuguesa,Restaurante
10552384000109,Cozinha regional,Restaurante
10553005000103,Brasileira,Restaurante
10553099000293,Alemã | Cozinha regional,Restaurante
10553935000159,Brasileira,Restaurante
10554013000166,Americana,Similar
10554980000128,Brasileira,Restaurante
10556218000180,Portuguesa,Bar
10557298000199,Americana,Restaurante
10557298000270,Americana,Restaurante
10557399000160,Brasileira,Similar
10557798000120,Cozinha regional,Similar
10558994000110,Italiana,Restaurante
10559369000192,Brasileira,Similar
10559562000123,Brasileira | Cozinha regional,Restaurante
10562397000169,Brasileira | Cozinha regional,Bar
10562576000104,Americana,Bar
10562885000257,Italiana,Restaurante
10563190000109,Brasileira,Restaurante
10563924000150,Brasileira | Cozinha regional | Italiana,Restaurante
10564611000116,Brasileira,Restaurante
10564952000191,Brasileira | Portuguesa | Árabe,Restaurante
10566211000140,Italiana,Similar
10566713000170,Brasileira,Restaurante
10566772000149,Brasileira,Restaurante
10568223000103,Italiana,Restaurante
10571303000118,Brasileira,Restaurante
10572142000187,Brasileira | Cozinha regional,Restaurante
10573573000168,Brasileira,Restaurante
10574502000180,Italiana,Restaurante
10574512000115,Francesa,Restaurante
10576706000150,Brasileira | Francesa,Restaurante
10577129000110,Cozinha regional,Restaurante
10577763000153,Brasileira,Restaurante
10578042000168,Brasileira,Restaurante
10578751000143,Brasileira | Cozinha regional,Restaurante
10580100000198,Italiana,Restaurante
10581805000120,Cozinha regional,Restaurante
10583035000154,Brasileira,Restaurante
10586081000107,Brasileira,Similar
10586491000158,Brasileira,Restaurante
10588554000105,Brasileira,Restaurante
10589222000145,Brasileira,Restaurante
10589734000101,Brasileira,Restaurante
10589734000292,Brasileira,Restaurante
10589740000169,Brasileira,Restaurante
10590566000174,Brasileira | Cozinha regional | Árabe,Restaurante
10590993000152,Brasileira,Restaurante
10592801000147,Cozinha regional,Similar
10593892000135,Cozinha regional,Bar
10594953000189,Brasileira | Cozinha regional,Restaurante
10594953000189,Cozinha regional,Restaurante
10594953000260,Brasileira | Cozinha regional,Restaurante
10594953000260,Cozinha regional,Restaurante
10595815000114,Brasileira,Restaurante
10597693000103,Brasileira | Italiana,Similar
10599057000293,Brasileira,Restaurante
10600941000110,Americana | Brasileira,Similar
10601575000113,Brasileira | Cozinha regional,Restaurante
10601774000121,Italiana,Similar
10602354000160,Brasileira | Italiana,Restaurante
10603316000121,Brasileira,Restaurante
10603564000172,Brasileira,Restaurante
10603720000103,Brasileira | Cozinha regional,Restaurante
10604629000102,Italiana,Restaurante
10606059000181,Brasileira,Bar
10607189000139,Brasileira,Restaurante
10610695000187,Brasileira,Restaurante
10612470000160,Brasileira | Cozinha regional,Restaurante
10612730000105,Brasileira,Bar
10613493000199,Brasileira,Restaurante
10613954000123,Brasileira | Cozinha regional,Restaurante
10614611000183,Brasileira | Cozinha regional,Restaurante
10615325000132,Brasileira,Restaurante
10615325000213,Brasileira,Restaurante
10615325000566,Brasileira,Restaurante
10615325000647,Brasileira,Restaurante
10615331000190,Brasileira | Mexicana,Cafeteria
10616615000109,Americana | Brasileira | Italiana,Restaurante
10617393000130,Brasileira,Restaurante
10617553000141,Brasileira,Restaurante
10617750000160,Brasileira,Similar
10619787000128,Cozinha regional,Restaurante
10621149000141,Brasileira,Restaurante
10622084000159,Brasileira | Cozinha regional,Restaurante
10624644000104,Brasileira,Similar
10625190000196,Brasileira,Restaurante
10628858000159,Brasileira,Cafeteria
10632637000154,Brasileira,Restaurante
10633695000100,Brasileira,Restaurante
10635157000147,Brasileira,Similar
10635490000156,Brasileira,Cafeteria
10636113000131,Brasileira | Cozinha regional,Cafeteria
10636955000193,Brasileira,Restaurante
10637470000114,Brasileira,Restaurante
10638434000175,Brasileira,Restaurante
10640702000193,Brasileira | Italiana,Restaurante
10640702000274,Brasileira,Restaurante
10640940000107,Brasileira | Cozinha regional,Restaurante
10642517000138,Brasileira | Cozinha regional,Restaurante
10642607000129,Brasileira | Cozinha regional,Restaurante
10643155000108,Brasileira,Restaurante
10643415000137,Brasileira,Similar
10643814000106,Brasileira,Similar
10643957000100,Brasileira,Restaurante
10645373000173,Italiana | Árabe,Cafeteria
10651249000110,Brasileira | Cozinha regional,Restaurante
10652713000193,Brasileira,Bar
10653744000169,Brasileira,Restaurante
10655377000132,Brasileira,Similar
10655468000178,Brasileira,Cafeteria
10657770000165,Indiana | Italiana,Cafeteria
10658665000140,Brasileira,Restaurante
10659355000140,Cozinha regional,Similar
10660493000140,Cozinha regional,Similar
10660621000155,Brasileira,Restaurante
10661126000160,Brasileira,Restaurante
10664030000156,Argentina | Cozinha regional,Bar
10664893000123,Brasileira | Cozinha regional,Restaurante
10665635000161,Brasileira,Restaurante
10665635000242,Brasileira,Restaurante
10665635000323,Brasileira,Restaurante
10668063000174,Brasileira | Cozinha regional,Restaurante
10669831000104,Brasileira,Cafeteria
10670878000198,Cozinha regional,Restaurante
10671190000122,Cozinha regional,Restaurante
10671775000142,Brasileira,Restaurante
10672197000169,Brasileira,Similar
10672254000100,Brasileira | Cozinha regional,Restaurante
10673212000193,Cozinha regional,Restaurante
10673808000193,Brasileira | Cozinha regional,Restaurante
10673818000129,Brasileira | Portuguesa,Cafeteria
10675275000189,Brasileira,Cafeteria
10676472000112,Brasileira,Similar
10676472000201,Cozinha regional,Similar
10676472000384,Americana | Brasileira,Similar
10676472000465,Americana | Brasileira,Similar
10676472000546,Americana | Brasileira,Similar
10676472000627,Americana | Brasileira,Similar
10676472000708,Americana | Brasileira,Similar
10676472000899,Americana | Brasileira,Similar
10676472000970,Americana | Brasileira,Similar
10676472001003,Americana | Brasileira,Similar
10676472001194,Cozinha regional,Similar
10676472001275,Americana | Brasileira,Similar
10676472001356,Americana | Brasileira,Similar
10676472001437,Americana | Brasileira,Similar
10676472001518,Americana | Brasileira,Similar
10676472001607,Americana | Brasileira,Similar
10676472001780,Cozinha regional,Similar
10676472001860,Americana | Brasileira,Similar
10676472001941,Americana | Brasileira,Similar
10676472002085,Cozinha regional,Similar
10676472002166,Americana | Brasileira,Similar
10676472002247,Americana | Brasileira,Similar
10676472002328,Cozinha regional,Similar
10676472002409,Americana | Brasileira,Similar
10676472002590,Americana | Brasileira,Similar
10676472002751,Americana | Brasileira,Similar
10676472002832,Americana | Brasileira,Similar
10676472002913,Americana | Brasileira,Similar
10678256000106,Brasileira | Cozinha regional,Restaurante
10680596000171,Cozinha regional,Restaurante
10681459000151,Brasileira,Restaurante
10682481000116,Brasileira,Restaurante
10683920000105,Brasileira | Cozinha regional | Italiana,Restaurante
10683921000150,Brasileira,Bar
10685399000145,Brasileira | Cozinha regional,Restaurante
10686035000180,Alemã | Brasileira | Italiana,Restaurante
10686121000192,Brasileira | Cozinha regional,Cafeteria
10686444000186,Brasileira,Restaurante
10686444000267,Brasileira,Restaurante
10686444000429,Brasileira,Restaurante
10686444000690,Brasileira,Restaurante
10690913000130,Brasileira | Cozinha regional | Portuguesa,Similar
10691133000105,Cozinha regional,Bar
10691405000177,Brasileira,Restaurante
10691509000181,Brasileira | Cozinha regional,Restaurante
10692589000190,Italiana,Restaurante
10694261000102,Brasileira | Cozinha regional | Portuguesa,Restaurante
10694754000142,Cozinha regional | Italiana,Restaurante
10694860000126,Brasileira | Cozinha regional,Similar
10694939000157,Cozinha regional,Restaurante
10695456000177,Cozinha regional,Restaurante
10696331000161,Brasileira,Restaurante
10698362000151,Italiana,Similar
10698447000130,Cozinha regional,Restaurante
10698681000167,Americana,Restaurante
10698945000182,Americana | Brasileira | Cozinha regional,Restaurante
10700370000195,Brasileira,Restaurante
10700884000140,Brasileira | Cozinha regional,Bar
