CNPJ,ESPECIALIDADE,ESTABELECIMENTO
34153754000101,Brasileira,Restaurante
34154257000110,Brasileira | Cozinha regional,Restaurante
34156197000174,Brasileira,Restaurante
34156425000106,Italiana,Restaurante
34159174000113,Brasileira,Restaurante
34161162000123,Brasileira | Cozinha regional,Bar
34161244000178,Brasileira | Italiana,Restaurante
34162019000156,Italiana,Similar
34163235000116,Brasileira,Restaurante
34164873000151,Brasileira,Bar
34167996000146,Brasileira,Bar
34168817000195,Brasileira,Bar
34169311000109,Brasileira,Cafeteria
34170667000154,Cozinha regional,Restaurante
34172093000153,Brasileira | Cozinha regional,Restaurante
34173364000195,Brasileira,Similar
34174239000108,Brasileira | Cozinha regional,Restaurante
34177247000108,Brasileira,Similar
34178636000140,Brasileira | Cozinha regional,Bar
34179285000191,Americana | Brasileira,Similar
34180358000165,Argentina,Similar
34180358000165,Argentina,Cafeteria
34180365000167,Brasileira,Similar
34181543000174,Brasileira,Similar
34183007000108,Brasileira,Restaurante
34183403000135,Alemã | Brasileira | Cozinha regional,Restaurante
34183403000135,Alem? | Brasileira | Cozinha regional,Restaurante
34183708000147,Brasileira | Italiana | Japonesa,Restaurante
34191630000102,Japonesa,Restaurante
34193370000104,Brasileira,Restaurante
34193398000141,Cozinha regional,Restaurante
34196032000126,Brasileira,Similar
34196315000178,Brasileira,Restaurante
34197176000105,Brasileira | Cozinha regional,Bar
34198707000176,Brasileira,Restaurante
34199763000125,Brasileira,Cafeteria
34199774000105,Cozinha regional,Similar
34200102000172,Brasileira,Bar
34200810000103,Chinesa | Japonesa,Restaurante
34201240000176,Brasileira,Similar
34201501000158,Brasileira | Cozinha regional,Similar
34205840000102,Brasileira,Similar
34206984000183,Brasileira,Similar
34207201000186,Portuguesa,Restaurante
34208240000106,Brasileira,Similar
34210402000132,Americana | Brasileira | Cozinha regional,Similar
34213379000130,Brasileira | Cozinha regional | Italiana,Restaurante
34214625000178,Cozinha regional,Restaurante
34215584000134,Brasileira,Restaurante
34216171000174,Brasileira,Restaurante
34217894000198,Brasileira | Japonesa,Restaurante
34221289000190,Brasileira,Restaurante
34221708000194,Brasileira,Restaurante
34222070000106,Brasileira,Restaurante
34223280000119,Brasileira,Bar
34224019000133,Brasileira,Restaurante
34225515000101,Brasileira | Cozinha regional,Similar
34225646000199,Brasileira,Restaurante
34227189000171,Brasileira,Bar
34229904000105,Brasileira,Restaurante
34230380000172,Argentina | Brasileira,Restaurante
34230457000104,Japonesa,Restaurante
34230570000190,Brasileira,Restaurante
34230973000139,Brasileira,Bar
34233819000110,Brasileira,Bar
34235537000152,Brasileira,Restaurante
34235703000110,Brasileira,Restaurante
34238326000173,Brasileira,Restaurante
34238995000145,Brasileira,Restaurante
34242635000117,Francesa,Restaurante
34242882000113,Francesa,Restaurante
34243504000154,Brasileira,Similar
34244052000125,Brasileira,Similar
34244760000166,Brasileira,Cafeteria
34245272000173,Brasileira | Cozinha regional,Restaurante
34246148000122,Brasileira | Cozinha regional,Restaurante
34248604000173,Grega,Restaurante
34249653000120,Brasileira | Cozinha regional,Restaurante
34251246000158,Cozinha regional,Restaurante
34256300000158,Brasileira,Restaurante
34256975000105,Brasileira | Cozinha regional,Restaurante
34257240000198,Brasileira,Restaurante
34258415000181,Brasileira | Italiana,Similar
34259047000196,Brasileira,Restaurante
34260362000133,Brasileira,Restaurante
34261635000164,Brasileira,Similar
34261684000105,Brasileira,Similar
34263265000102,Alemã | Brasileira,Bar
34263265000102,Alem? | Brasileira,Bar
34269220000137,Brasileira | Cozinha regional,Restaurante
34269227000159,Brasileira,Similar
34271964000196,Brasileira,Cafeteria
34273589000113,Brasileira,Restaurante
34275356000150,Brasileira | Cozinha regional,Restaurante
34275673000176,Brasileira,Restaurante
34275923000178,Cozinha regional,Restaurante
34276608000165,Cozinha regional,Similar
34278537000130,Brasileira,Similar
34279351000103,Brasileira | Cozinha regional,Restaurante
34280462000121,Brasileira,Restaurante
34283692000144,Brasileira,Cafeteria
34284359000150,Brasileira,Restaurante
34284857000100,Brasileira,Restaurante
34285035000136,Brasileira | Árabe,Cafeteria
34285035000136,?rabe | Brasileira,Cafeteria
34287160000185,Italiana,Restaurante
34288718000147,Brasileira | Japonesa,Restaurante
34288990000127,Brasileira,Similar
34289824000145,Brasileira,Restaurante
34290651000185,Brasileira,Restaurante
34291546000160,Brasileira,Restaurante
34291713000173,Brasileira,Restaurante
34292638000165,Brasileira,Cafeteria
34294117000147,Brasileira,Restaurante
34296648000179,Brasileira,Restaurante
34296810000159,Brasileira,Bar
34296916000152,Brasileira | Cozinha regional,Restaurante
34299014000331,Brasileira | Italiana,Similar
34299605000147,Brasileira,Restaurante
34300083000156,Brasileira,Similar
34301091000117,Brasileira,Restaurante
34303409000107,Italiana,Restaurante
34305643000165,Brasileira,Restaurante
34306915000141,Cozinha regional,Restaurante
34307745000110,Brasileira,Cafeteria
34308057000174,Brasileira | Francesa | Italiana,Similar
34308200000128,Brasileira,Bar
34308356000109,Brasileira,Restaurante
34308424000130,Brasileira,Restaurante
34309030000104,Brasileira,Restaurante
34309270000109,Brasileira,Restaurante
34309281000180,Brasileira,Cafeteria
34309306000146,Brasileira,Bar
34310713000173,Brasileira | Italiana,Restaurante
34312259000190,Brasileira,Restaurante
34313118000191,Brasileira | Italiana,Restaurante
34313628000169,Brasileira,Bar
34313648000130,Brasileira,Similar
34315700000197,Americana | Brasileira | Cozinha regional,Bar
34315769000110,Portuguesa,Bar
34315980000133,Alemã | Brasileira,Similar
34316954000120,Brasileira | Cozinha regional,Restaurante
34319967000152,Brasileira,Restaurante
34320387000185,Brasileira | Portuguesa,Bar
34322852000117,Brasileira,Restaurante
34323607000124,Brasileira,Restaurante
34323704000117,Italiana,Restaurante
34324168000174,Brasileira,Similar
34325222000104,Brasileira | Cozinha regional,Similar
34325624000109,Brasileira,Similar
34326120000103,Brasileira,Similar
34327097000163,Italiana,Restaurante
34330371000153,Alemã | Americana | Brasileira,Bar
34330881000120,Argentina,Restaurante
34331511000108,Brasileira,Restaurante
34331642000195,Cozinha regional,Restaurante
34332263000110,Brasileira,Restaurante
34333673000185,Brasileira | Italiana,Bar
34335481000108,Brasileira | Espanhola | Francesa,Bar
34336186000176,Brasileira,Restaurante
34343220000130,Brasileira | Italiana,Similar
34345726000188,Brasileira | Cozinha regional,Similar
34346117000143,Brasileira | Cozinha regional,Restaurante
34346261000180,Brasileira,Restaurante
34346698000113,Brasileira,Restaurante
34348390000107,Portuguesa,Restaurante
34349281000104,Brasileira,Restaurante
34349414000142,Brasileira,Restaurante
34350228000123,Cozinha regional,Restaurante
34350345000197,Asiática | Brasileira | Japonesa,Similar
34353725000185,Brasileira,Similar
34354882000105,Americana | Brasileira,Similar
34358890000120,Cozinha regional,Restaurante
34359059000192,Brasileira | Cozinha regional,Restaurante
34361255000100,Brasileira,Cafeteria
34361939000101,Brasileira,Similar
34363296000127,Brasileira,Similar
34363881000127,Chinesa | Japonesa | Tailandesa,Restaurante
34364116000121,Brasileira,Similar
34366717000173,Brasileira,Restaurante
34367432000157,Brasileira | Cozinha regional,Bar
34367507000108,Brasileira,Restaurante
34369302000153,Francesa,Similar
34369609000154,Brasileira,Cafeteria
34371507000173,Americana,Bar
34372213000166,Brasileira,Restaurante
34374946000130,Brasileira,Restaurante
34375497000144,Alemã | Brasileira,Similar
34375497000144,Alem? | Brasileira,Similar
34376345000166,Cozinha regional,Similar
34377674000121,Brasileira | Italiana,Restaurante
34380257000138,Brasileira | Cozinha regional,Similar
34381307000100,Brasileira | Cozinha regional,Similar
34383887000166,Brasileira | Cozinha regional | Italiana,Restaurante
34384163000137,Brasileira | Cozinha regional,Restaurante
34384993000164,Brasileira,Restaurante
34385421000108,Brasileira,Similar
34388568000143,Alemã | Brasileira | Portuguesa,Cafeteria
34388568000143,Alem? | Brasileira | Portuguesa,Cafeteria
34390834000172,Brasileira,Restaurante
34391842000133,Brasileira,Restaurante
34392913000112,Brasileira | Cozinha regional | Italiana,Restaurante
34393807000153,Brasileira | Cozinha regional,Restaurante
34395227000103,Cozinha regional,Restaurante
34396689000137,Brasileira,Restaurante
34397686000118,Brasileira,Restaurante
34399488000193,Japonesa,Restaurante
34399520000130,Brasileira,Similar
34402460000168,Alemã | Brasileira,Bar
34403693000185,Brasileira,Bar
34404449000137,Brasileira,Bar
34404785000180,Brasileira | Italiana,Similar
34404973000108,Brasileira,Restaurante
34406327000180,Brasileira | Cozinha regional | Italiana,Restaurante
34410958000172,Mexicana,Restaurante
34412152000113,Brasileira,Restaurante
34416392000196,Cozinha regional | Italiana,Cafeteria
34418012000152,Brasileira | Portuguesa,Restaurante
34418154000110,Cozinha regional,Restaurante
34423522000118,Brasileira,Similar
34425404000149,Cozinha regional,Restaurante
34428203000103,Brasileira,Restaurante
34431857000188,Cozinha regional,Similar
34431911000195,Brasileira | Italiana,Similar
34433440000154,Brasileira,Restaurante
34433451000134,Argentina | Brasileira | Espanhola,Bar
34433510000174,Americana | Brasileira,Restaurante
34436239000120,Brasileira | Cozinha regional,Restaurante
34436755000155,Brasileira,Restaurante
34437424000130,Brasileira,Similar
34437694000140,Brasileira,Similar
34437786000120,Brasileira,Restaurante
34437990000141,Brasileira | Cozinha regional,Bar
34438160000139,Brasileira,Bar
34441181000103,Brasileira,Restaurante
34441304000106,Brasileira | Cozinha regional,Restaurante
34445220000140,Árabe,Restaurante
34445220000140,?rabe,Restaurante
34445370000154,Italiana,Restaurante
34446041000128,Brasileira,Bar
34446599000103,Cozinha regional | Portuguesa,Restaurante
34449879000175,Brasileira | Japonesa,Restaurante
34451214000104,Brasileira | Cozinha regional,Bar
34451739000131,Brasileira,Cafeteria
34451907000199,Brasileira,Bar
34452296000101,Cozinha regional,Cafeteria
34452662000114,Cozinha regional | Italiana | Japonesa,Restaurante
34453587000106,Cozinha regional,Restaurante
34453846000107,Brasileira,Restaurante
34459921000139,Brasileira | Cozinha regional,Restaurante
34460291000112,Brasileira,Bar
34465079000148,Americana | Brasileira | Cozinha regional,Bar
34466034000198,Brasileira,Restaurante
34467329000189,Brasileira,Restaurante
34468551000104,Brasileira,Restaurante
34468815000111,Brasileira,Restaurante
34475267000157,Brasileira | Cozinha regional | Portuguesa,Bar
34477336000161,Brasileira,Similar
34477930000152,Brasileira,Restaurante
34479431000102,Brasileira,Cafeteria
34480409000174,Brasileira | Cozinha regional,Restaurante
34480691000190,Brasileira,Restaurante
34484255000199,Brasileira,Bar
34489992000184,Brasileira | Cozinha regional,Restaurante
34490123000170,Brasileira,Bar
34490671000108,Brasileira | Cozinha regional,Restaurante
34491543000170,Brasileira,Similar
34491888000124,Brasileira,Restaurante
34497385000166,Brasileira | Italiana | Portuguesa,Restaurante
34497590000121,Italiana,Bar
34497874000118,Brasileira,Restaurante
34499609000179,Brasileira | Italiana | Portuguesa,Restaurante
34500668000110,Brasileira,Bar
34501674000191,Brasileira,Restaurante
34502442000158,Brasileira | Cozinha regional,Restaurante
34504085000167,Cozinha regional,Restaurante
34505389000149,Brasileira | Italiana,Restaurante
34506739000191,Cozinha regional,Bar
34508982000149,Brasileira,Restaurante
34509670000150,Brasileira | Cozinha regional,Similar
34510757000147,Cozinha regional,Bar
34513619000111,Brasileira,Restaurante
34513977000124,Brasileira,Similar
34515306000100,Brasileira,Bar
34516740000105,Brasileira,Restaurante
34518465000150,Brasileira | Cozinha regional,Restaurante
34518796000190,Brasileira,Similar
34519062000126,Brasileira,Restaurante
34522728000103,Brasileira,Similar
34525558000102,Brasileira | Cozinha regional,Restaurante
34527845000151,Brasileira,Similar
34530361000161,Brasileira | Cozinha regional,Similar
34532800000175,Brasileira | Cozinha regional | Portuguesa,Restaurante
34534039000100,Brasileira,Bar
34534480000192,Brasileira | Cozinha regional,Similar
34534674000198,Brasileira,Bar
34536714000130,Brasileira,Restaurante
34536723000121,Brasileira | Cozinha regional,Bar
34538466000167,Alemã | Americana | Brasileira,Bar
34538466000167,Alem? | Americana | Brasileira,Bar
34541531000103,Brasileira,Cafeteria
34542160000184,Brasileira,Restaurante
34542448000159,Argentina | Brasileira | Italiana,Restaurante
34545078000103,Brasileira,Similar
34547055000138,Portuguesa,Similar
34547395000169,Brasileira | Cozinha regional | Italiana,Cafeteria
34548876000199,Brasileira,Bar
34549087000172,Americana | Brasileira,Similar
34549269000143,Brasileira,Restaurante
34550934000119,Brasileira,Restaurante
34551555000143,Brasileira,Restaurante
34551810000158,Brasileira,Restaurante
34553104000145,Brasileira,Similar
34554018000157,Brasileira,Restaurante
34555456000130,Brasileira | Cozinha regional,Similar
34557125000139,Brasileira,Bar
34558769000141,Brasileira,Restaurante
34560263000177,Brasileira,Cafeteria
34564937000101,Cozinha regional,Restaurante
34565245000188,Espanhola | Portuguesa,Bar
34567496000100,Cozinha regional,Restaurante
34570294000109,Brasileira,Restaurante
34573424000167,Brasileira,Bar
34573889000118,Brasileira,Restaurante
34576035000195,Brasileira | Francesa | Italiana,Restaurante
34577760000188,Cozinha regional,Restaurante
34579684000140,Brasileira,Restaurante
34580475000205,Brasileira | Cozinha regional | Japonesa,Restaurante
34580475000205,Brasileira | Cozinha regional,Restaurante
34581731000190,Asiática | Japonesa,Restaurante
34581731000190,Asi?tica | Japonesa,Restaurante
34582938000189,Chinesa | Francesa,Restaurante
34583870000233,Brasileira,Bar
34584493000176,Brasileira | Cozinha regional | Italiana,Restaurante
34585394000109,Brasileira,Restaurante
34591899000186,Brasileira | Cozinha regional | Portuguesa,Restaurante
34593913000180,Brasileira,Similar
34593960000124,Brasileira,Restaurante
34594723000188,Italiana,Restaurante
34602044000103,Brasileira,Similar
34602904000109,Brasileira,Similar
34603481000141,Brasileira,Similar
34607322000115,Cozinha regional,Bar
34609921000178,Alemã | Argentina | Brasileira,Bar
34611226000140,Brasileira,Restaurante
34619374000101,Brasileira,Restaurante
34621690000118,Cozinha regional,Cafeteria
34624541000102,Brasileira,Similar
34624708000135,Italiana,Restaurante
34624881000133,Americana | Brasileira,Bar
34625216000164,Brasileira,Bar
34625393000140,Brasileira,Bar
34626446000229,Brasileira | Cozinha regional,Restaurante
34626446000300,Brasileira,Similar
34628619000167,Brasileira,Restaurante
34628975000180,Brasileira,Similar
34629250000107,Brasileira,Restaurante
34629450000160,Brasileira | Cozinha regional,Similar
34636200000157,Americana,Similar
34639994000102,Brasileira | Francesa | Italiana,Restaurante
34643137000186,Brasileira,Cafeteria
34643333000150,Brasileira,Restaurante
34645253000134,Brasileira,Similar
34646805000129,Japonesa,Restaurante
34649494000151,Brasileira,Similar
34651089000178,Brasileira,Cafeteria
34651153000110,Brasileira,Restaurante
34651403000112,Brasileira,Restaurante
34651502000102,Brasileira | Cozinha regional,Restaurante
34652988000195,Brasileira,Restaurante
34654414000156,Brasileira,Restaurante
34655032000147,Brasileira | Francesa,Restaurante
34655846000181,Brasileira,Similar
34661105000103,Brasileira | Cozinha regional,Bar
34661333000183,Brasileira,Similar
34664200000160,Brasileira,Cafeteria
34666797000182,Brasileira,Restaurante
34671137000190,Brasileira,Bar
34671294000103,Brasileira,Cafeteria
34671582000150,Brasileira | Italiana | Árabe,Similar
34671582000150,?rabe | Brasileira | Italiana,Similar
34672209000113,Brasileira,Similar
34672417000112,Italiana,Restaurante
34672423000170,Italiana,Restaurante
34672439000182,Japonesa,Restaurante
34672562000101,Japonesa,Restaurante
34673326000100,Brasileira | Italiana,Restaurante
34673674000250,Brasileira,Similar
34673808000151,Brasileira,Similar
34673882000178,Cozinha regional,Restaurante
34674012000113,Cozinha regional,Similar
34674331000129,Cozinha regional,Restaurante
34675980000144,Brasileira,Similar
34676108000110,Cozinha regional,Restaurante
34676986000136,Brasileira | Cozinha regional,Restaurante
34677123000183,Cozinha regional,Cafeteria
34680738000169,Brasileira | Cozinha regional,Similar
34681590000187,Brasileira,Restaurante
34682671000100,Brasileira,Similar
34682923000192,Cozinha regional,Bar
34689366000131,Italiana,Restaurante
34692398000196,Brasileira | Portuguesa,Similar
34693346000134,Brasileira | Cozinha regional,Restaurante
34693852000123,Cozinha regional,Restaurante
34698428000171,Italiana,Restaurante
34702087000160,,Cafeteria
34702451000192,Cozinha regional,Restaurante
34702749000100,Brasileira,Restaurante
34703275000103,Brasileira,Bar
34706322000172,Italiana,Similar
34707634000109,Italiana,Restaurante
34709689000140,Portuguesa,Similar
34713937000126,Brasileira,Bar
34714361000111,Brasileira | Cozinha regional | Italiana,Cafeteria
34715842000141,Brasileira,Restaurante
34717471000137,Brasileira,Restaurante
34717567000103,Brasileira | Francesa | Tailandesa,Restaurante
34717567000286,Brasileira | Francesa | Tailandesa,Restaurante
34720603000180,Brasileira | Cozinha regional | Portuguesa,Restaurante
34720879000168,Brasileira | Italiana | Japonesa,Restaurante
34723230000109,Brasileira,Similar
34727340000130,Brasileira | Espanhola | Italiana,Restaurante
34727623000182,Brasileira,Bar
34727765000140,Brasileira | Cozinha regional,Restaurante
34728081000162,Brasileira | Cozinha regional | Japonesa,Bar
34729377000106,Brasileira,Restaurante
34730885000104,Brasileira,Similar
34732102000113,Brasileira,Restaurante
34732102000113,Brasileira,Similar
34733751000139,Brasileira,Restaurante
34737013000160,Brasileira,Restaurante
34738612000106,Brasileira,Bar
34739103000190,Japonesa,Similar
34740901000131,Japonesa,Restaurante
34741374000180,Brasileira,Cafeteria
34741583000123,Cozinha regional,Restaurante
34743007000115,Cozinha regional | Italiana | Portuguesa,Cafeteria
34744545000124,Cozinha regional | Portuguesa,Restaurante
34746413000131,Cozinha regional,Restaurante
34749668000158,Brasileira,Similar
34749831000182,Brasileira | Cozinha regional,Restaurante
34759583000150,Brasileira,Bar
34760479000186,Brasileira,Restaurante
34760656000124,Americana | Brasileira | Italiana,Bar
34760676000103,Brasileira | Italiana,Bar
34762016000153,Brasileira,Cafeteria
34763092000183,Asiática | Chinesa | Japonesa,Restaurante
34764905000150,Alemã | Brasileira | Mexicana,Restaurante
34764905000150,Alem? | Brasileira | Mexicana,Restaurante
34766817000197,Brasileira | Cozinha regional | Italiana,Bar
34768783000170,Americana | Francesa | Portuguesa,Bar
34769288000185,Brasileira,Cafeteria
34770718000189,Brasileira,Similar
34771425000116,Brasileira,Bar
34773789000135,Brasileira,Bar
34775146000120,Brasileira | Cozinha regional,Restaurante
34776183000153,Brasileira,Restaurante
34778469000178,Americana,Cafeteria
34780380000146,Japonesa | Portuguesa,Bar
34784479000116,Brasileira,Restaurante
34786045000155,Brasileira | Cozinha regional,Similar
34786605000171,Brasileira,Restaurante
34787637000191,Brasileira,Cafeteria
34788817000198,Brasileira,Restaurante
34789840000105,Brasileira | Italiana,Restaurante
34791035000108,Brasileira,Similar
34799388000154,Brasileira,Bar
34800330000183,Brasileira,Similar
34802076000152,Brasileira,Restaurante
34802200000180,Brasileira,Similar
34803149000120,Italiana,Restaurante
34805271000136,Mexicana,Restaurante
34805748000183,Alemã,Cafeteria
34805928000165,Brasileira,Restaurante
34808149000113,Brasileira,Cafeteria
34808645000177,Brasileira | Cozinha regional,Restaurante
34812523000154,Brasileira,Cafeteria
34812747000166,Brasileira,Cafeteria
34816999000163,Brasileira,Bar
34817433000156,Brasileira | Cozinha regional,Restaurante
34821508000172,Cozinha regional,Restaurante
34823079000172,Cozinha regional,Restaurante
34825619000157,Brasileira,Restaurante
34826374000182,Cozinha regional,Restaurante
34828423000116,Japonesa,Restaurante
34828435000140,Brasileira,Bar
34829372000147,Brasileira,Bar
34829645000153,Brasileira,Restaurante
34833653000173,,Restaurante
34834362000108,Argentina,Restaurante
34834798000199,Brasileira | Cozinha regional,Similar
34836039000165,Japonesa,Restaurante
34836693000179,Brasileira,Similar
34837920000180,Brasileira,Similar
34843754000125,Brasileira,Restaurante
34845023000119,Italiana,Restaurante
34850006000170,Brasileira | Cozinha regional,Restaurante
34851052000193,Cozinha regional,Restaurante
34853562000108,Brasileira | Cozinha regional,Restaurante
34857860000168,Brasileira,Bar
34860309000173,Brasileira,Restaurante
34860799000108,Brasileira,Similar
34861978000160,Brasileira | Francesa | Italiana,Restaurante
34862117000104,Italiana,Restaurante
34863357000115,Cozinha regional,Restaurante
34864502000182,Brasileira,Similar
34864846000191,Brasileira | Cozinha regional,Restaurante
34866546000141,Alemã | Americana | Brasileira,Similar
34866546000141,Alem? | Americana | Brasileira,Similar
34868482000118,Brasileira,Bar
34872119000176,Francesa,Restaurante
34873117000100,Brasileira,Similar
34876337000189,Brasileira,Restaurante
34877363000121,Cozinha regional,Restaurante
34877363000202,Brasileira,Restaurante
34879142000192,Brasileira,Cafeteria
34880355000134,Brasileira,Restaurante
34880746000159,Brasileira,Restaurante
34882486000150,Brasileira | Cozinha regional,Restaurante
34882549000179,Brasileira | Cozinha regional | Japonesa,Restaurante
34883074000135,Cozinha regional,Restaurante
34886447000121,Brasileira,Restaurante
34890203000112,Brasileira | Cozinha regional,Restaurante
34891466000146,Cozinha regional,Restaurante
34892416000183,Brasileira | Cozinha regional,Similar
34892756000104,Brasileira,Restaurante
34893209000143,Cozinha regional,Restaurante
34894133000170,Brasileira,Similar
34894356000138,Brasileira | Cozinha regional,Restaurante
34894422000170,Cozinha regional | Francesa,Restaurante
34894704000177,Brasileira,Restaurante
34894974000188,Americana,Bar
34895035000158,Brasileira | Cozinha regional,Restaurante
34899638000128,Alemã | Brasileira | Cozinha regional,Restaurante
34899638000128,Alem? | Brasileira | Cozinha regional,Restaurante
34903473000110,Cozinha regional,Restaurante
34903785000124,Cozinha regional,Bar
34903816000147,Argentina,Restaurante
34905640000162,Cozinha regional,Bar
34905803000107,Brasileira,Similar
34906042000108,Brasileira,Restaurante
34908159000120,Brasileira,Similar
34909023000135,Brasileira | Cozinha regional | Italiana,Restaurante
34910539000108,Brasileira,Restaurante
34912042000110,Brasileira | Cozinha regional,Restaurante
34912235000171,Americana | Brasileira | Italiana,Restaurante
34912951000159,Brasileira,Bar
34915582000158,Brasileira | Francesa,Cafeteria
34915680000195,Brasileira,Restaurante
34915824000103,Brasileira | Italiana,Restaurante
34919229000146,Brasileira,Restaurante
34921516000190,Americana | Brasileira,Restaurante
34921811000147,Americana | Brasileira,Restaurante
34927149000132,Brasileira,Similar
34928320000128,Brasileira,Restaurante
34929402000197,Brasileira | Cozinha regional | Portuguesa,Restaurante
34938148000193,Japonesa,Restaurante
34940926000189,Brasileira,Bar
34941273000152,Alemã,Restaurante
34943168000152,Brasileira | Cozinha regional | Italiana,Similar
34945764000171,Brasileira | Cozinha regional | Italiana,Cafeteria
34948300000119,Brasileira,Restaurante
34948364000110,Brasileira,Similar
34948476000170,Brasileira,Restaurante
34949346000152,Italiana,Similar
34952311000172,Japonesa | Tailandesa,Restaurante
34952478000133,Brasileira | Italiana,Restaurante
34953583000197,Brasileira,Restaurante
34954342000162,Brasileira | Cozinha regional,Restaurante
34954763000193,Brasileira,Restaurante
34955124000142,Cozinha regional,Similar
34956267000179,Cozinha regional,Similar
34959137000190,Brasileira,Restaurante
34960274000144,Brasileira | Cozinha regional,Cafeteria
34960371000137,Brasileira,Similar
34960371000218,Brasileira,Restaurante
34960969000126,Americana | Brasileira,Bar
34962341000160,Brasileira,Similar
34962709000190,Brasileira,Restaurante
34962759000177,Brasileira | Cozinha regional | Italiana,Restaurante
34963936000130,Alemã | Brasileira | Italiana,Restaurante
34963936000130,Alem? | Brasileira | Italiana,Restaurante
34967996000120,Brasileira,Similar
34968751000118,Brasileira,Bar
34970314000139,Brasileira | Portuguesa,Similar
34971738000118,Brasileira,Bar
34972214000141,Brasileira | Cozinha regional | Italiana,Restaurante
34972867000120,Cozinha regional | Japonesa,Restaurante
34977010000101,Alemã | Americana | Italiana,Similar
34977010000101,Alem? | Americana | Italiana,Similar
34979274000196,Cozinha regional,Similar
34979911000124,Brasileira,Restaurante
34982715000109,Brasileira | Francesa | Portuguesa,Cafeteria
34984448000109,Brasileira | Cozinha regional,Restaurante
34986291000150,Brasileira,Similar
34986325000107,Brasileira,Restaurante
34986701000163,Brasileira | Cozinha regional,Similar
34986879000104,Brasileira | Italiana | Portuguesa,Similar
34987711000113,Brasileira,Similar
34988157000199,Brasileira,Similar
34999043000144,Americana,Restaurante
34999630000133,Brasileira,Restaurante
35001555000132,Brasileira | Cozinha regional,Restaurante
35002389000199,Brasileira | Italiana,Restaurante
35007182000107,Brasileira | Italiana,Restaurante
35008472000175,Brasileira,Restaurante
35009225000193,Brasileira,Restaurante
35010058000109,Japonesa,Similar
35010058000281,Japonesa,Similar
35012472000149,Brasileira | Cozinha regional,Restaurante
35013352000166,Brasileira,Similar
35013816000134,Portuguesa,Bar
35017070000137,Brasileira,Bar
35018867000159,Brasileira,Restaurante
35033684000102,Cozinha regional,Cafeteria
35033700000167,Brasileira,Restaurante
35034718000183,Cozinha regional,Restaurante
35034887000113,Brasileira,Restaurante
35035608000136,Brasileira,Restaurante
35036095000188,Brasileira,Restaurante
35039252000109,Brasileira,Similar
35039813000170,Brasileira,Similar
35041996000168,Brasileira | Cozinha regional,Restaurante
35043375000113,Cozinha regional | Portuguesa,Similar
35044549000162,Brasileira,Restaurante
35046246000189,Brasileira,Restaurante
35047915000137,Brasileira | Cozinha regional,Restaurante
35047922000139,Cozinha regional,Cafeteria
35047947000132,Brasileira | Cozinha regional,Restaurante
35049163000143,Brasileira | Cozinha regional,Restaurante
35049818000183,Brasileira | Espanhola,Similar
35050416000107,Brasileira,Restaurante
35053458000193,Brasileira,Similar
35057540000196,Americana | Brasileira | Portuguesa,Restaurante
35057965000103,Americana | Brasileira,Similar
35058328000143,Brasileira,Restaurante
35060421000192,Brasileira,Bar
35062202000142,Americana | Brasileira,Restaurante
35063161000290,Brasileira,Cafeteria
35063449000183,Italiana,Similar
35067502000114,Brasileira,Restaurante
35067722000148,Brasileira,Restaurante
35068479000182,Brasileira | Cozinha regional,Restaurante
35068850000106,Brasileira | Cozinha regional | Portuguesa,Similar
35072967000163,Brasileira | Cozinha regional | Mexicana,Restaurante
35073300000185,Brasileira,Restaurante
35075391000198,Brasileira | Cozinha regional,Restaurante
35078034000183,Argentina | Brasileira | Cozinha regional,Restaurante
35078094000104,Brasileira,Restaurante
35078240000193,Brasileira | Cozinha regional,Similar
35079851000156,Brasileira,Bar
35079955000160,Brasileira,Restaurante
35080091000105,Brasileira,Bar
35083334000150,Brasileira,Similar
35084500000133,Americana | Brasileira,Restaurante
35084549000196,Brasileira,Restaurante
35084845000197,Brasileira | Cozinha regional,Restaurante
35086766000115,Brasileira,Restaurante
35087109000192,Brasileira,Restaurante
35091355000118,Brasileira,Similar
35092733000188,Brasileira | Cozinha regional,Similar
35094285000151,Brasileira | Cozinha regional,Bar
35094338000134,Brasileira | Cozinha regional,Restaurante
35094880000197,Brasileira,Bar
35095267000194,Brasileira | Cozinha regional,Restaurante
35096351000122,Brasileira,Restaurante
35098019000105,Cozinha regional,Bar
35100179000133,Brasileira | Cozinha regional,Restaurante
35100896000165,Brasileira,Restaurante
35101801000128,Brasileira,Restaurante
35102302000155,Brasileira,Restaurante
35104318000105,Brasileira,Bar
35107383000186,Cozinha regional,Similar
35109264000162,Brasileira,Restaurante
35109708000160,Brasileira,Similar
35110657000196,Brasileira,Restaurante
35115808000107,Brasileira,Restaurante
35116878000171,Brasileira | Espanhola | Italiana,Restaurante
35120016000112,Brasileira,Restaurante
35120212000197,Americana | Brasileira,Restaurante
35120390000118,,Bar
35120607000190,Brasileira,Similar
35121337000131,Americana,Restaurante
35125110000164,Cozinha regional,Restaurante
35126118000145,Brasileira | Cozinha regional | Italiana,Restaurante
35129107000119,,Restaurante
35131026000153,Brasileira | Cozinha regional,Restaurante
35131185000158,Cozinha regional,Restaurante
35131613000142,Brasileira | Italiana,Cafeteria
35132518000163,Brasileira,Similar
35133725000132,Brasileira,Cafeteria
35134022000129,Brasileira,Restaurante
