CNPJ,ESPECIALIDADE
27017307000151,Japonesa
27018953000133,Brasileira
27020212000197,Brasileira
27021668000171,Brasileira
27021871000148,Brasileira | Cozinha regional
27024064000189,Brasileira | Mexicana
27026043000100,Americana | Brasileira
27026391000170,Brasileira
27026568000138,Brasileira | Italiana
27027527000166,Brasileira | Cozinha regional
27034320000119,Brasileira | Cozinha regional
27035417000146,Brasileira
27035417000227,Brasileira
27038341000102,Americana | Brasileira
27038574000105,Japonesa
27039079000110,Brasileira | Cozinha regional | Italiana
27041748000199,Brasileira | Cozinha regional
27046087000194,Cozinha regional
27046114000129,Brasileira
27048538000122,Brasileira
27051081000105,Brasileira
27052164000119,Brasileira
27052689000154,Brasileira
27053164000133,Portuguesa
27053868000106,Brasileira
27055231000159,Brasileira | Italiana
27056159000265,Brasileira | Cozinha regional | Árabe
27057631000101,Brasileira
27059515000113,Alemã | Cozinha regional
27060330000129,Brasileira
27064673000161,Brasileira
27067367000189,Cozinha regional
27068582000102,Brasileira | Cozinha regional
27068682000120,Cozinha regional
27069310000119,Brasileira
27069729000170,Brasileira
27072231000167,Brasileira
27072662000123,Brasileira
27072734000132,Cozinha regional
27077713000100,Japonesa
27079237000166,Cozinha regional
27080669000197,Cozinha regional
27080778000104,Brasileira
27082242000128,Americana
27091140000179,Brasileira | Cozinha regional
27093585000198,Brasileira | Cozinha regional
27096894000200,Americana
27096894001355,Americana | Brasileira
27096894001436,Americana
27096894001789,Americana
27096894001940,Americana
27096894002084,Americana
27098837000171,Brasileira
27101599000106,Brasileira
27102070000107,Brasileira
27102365000183,Brasileira
27108781000199,Brasileira | Japonesa
27112703000168,Brasileira
27113403000101,Americana | Brasileira
27115798000173,Brasileira
27115798000254,Americana | Cozinha regional
27123536000150,Brasileira | Cozinha regional
27124980000190,Portuguesa
27127708000164,Brasileira | Cozinha regional | Árabe
27128717000170,Brasileira | Cozinha regional
27128886000100,Cozinha regional
27129138000141,Cozinha regional
27130435000107,Brasileira
27131230000146,Brasileira | Cozinha regional
27133791000184,Brasileira | Japonesa
27134369000143,Brasileira
27138407000136,Brasileira
27139902000402,Americana
27139902000674,Americana
27140239000113,Brasileira
27141186000155,Americana | Brasileira | Cozinha regional
27146700000145,Italiana
27147810000121,Brasileira | Cozinha regional
27151636000190,Brasileira | Italiana
27154771000190,Brasileira
27156510000109,Brasileira
27158049000123,Brasileira
27162375000104,Brasileira | Portuguesa
27167333000166,Brasileira
27167796000128,Alemã | Americana | Brasileira
27168349000193,Cozinha regional
27169004000154,Cozinha regional
27169447000145,Brasileira
27173901000131,Brasileira
27174185000107,Americana | Brasileira
27174199000120,Brasileira | Cozinha regional
27176168000109,Brasileira
27178450000125,Brasileira | Cozinha regional
27180379000115,Brasileira
27180502000106,Cozinha regional | Italiana
27182595000108,Brasileira | Cozinha regional
27185190000115,Brasileira
27189666000196,Brasileira
27190455000173,Brasileira
27190532000195,Brasileira
27191452000154,Brasileira | Cozinha regional | Italiana
27191849000146,Alemã | Brasileira
27192362000188,Cozinha regional
27194509000179,Portuguesa
27197272000180,Brasileira
27202898000137,Brasileira | Japonesa
27203204000186,Japonesa
27203273000190,Brasileira
27203419000105,Japonesa
27207170000106,Brasileira
27208104000142,Brasileira
27208430000150,Cozinha regional
27208832000154,Brasileira
27210008000139,Asiática | Japonesa
27216392000187,Espanhola | Francesa | Italiana
27216869000558,Brasileira
27216869000639,Brasileira | Portuguesa
27216869001287,Brasileira
27220034000148,Brasileira
27220036000137,Brasileira
27220860000197,Brasileira
27227338000137,Americana | Argentina | Brasileira
27228454000170,Brasileira
27232215000194,Brasileira | Cozinha regional | Italiana
27232366000142,Brasileira | Cozinha regional
27232620000102,Brasileira
27232937000149,Brasileira
27233992000153,Americana | Brasileira | Italiana
27234603000104,Brasileira
27237754000116,Brasileira
27239146000140,Cozinha regional
27240987000178,Cozinha regional
27242722000109,Brasileira
27244809000115,Brasileira
27245303000120,Brasileira
27248259000102,Americana | Argentina | Brasileira
27248295000176,Brasileira | Cozinha regional
27249298000124,Italiana
27249395000117,Americana
27251041000107,Brasileira
27251241000160,Brasileira
27251444000156,Americana
27252478000165,Cozinha regional
27253300000139,Brasileira | Italiana
27259309000157,Brasileira | Cozinha regional
27262663000130,Brasileira
27262701000155,Brasileira | Cozinha regional
27268444000169,Brasileira
27271879000162,Brasileira
27272307000106,Cozinha regional
27272503000172,Brasileira
27274505000109,Brasileira
27275514000106,Brasileira | Cozinha regional
27282624000103,Brasileira
27282702000161,Brasileira | Cozinha regional
27291134000165,Brasileira
27296647000169,Cozinha regional
27306693000100,Brasileira
27306840000133,Brasileira
27314263000121,Brasileira | Italiana
27314487000133,Americana | Brasileira
27316248000384,Brasileira
27316537000111,Italiana
27317610000170,Brasileira | Cozinha regional
27319894000133,Argentina
27320134000146,Cozinha regional
27321014000163,Alemã | Brasileira | Cozinha regional
27323539000138,Brasileira | Italiana
27323561000188,Brasileira | Italiana
27324211000136,Brasileira | Cozinha regional
27326813000122,Brasileira
27327687000120,Portuguesa
27328714000180,Brasileira
27329820000188,Brasileira
27337891000122,Brasileira | Cozinha regional
27339939000131,Brasileira | Cozinha regional
27342022000196,Portuguesa
27342627000187,Portuguesa
27353020000100,Brasileira | Portuguesa
27356780000163,Brasileira
27358832000130,Cozinha regional
27358867000170,Brasileira
27360323000142,Brasileira
27361866000265,Brasileira
27363203000360,Brasileira | Cozinha regional
27365087000157,Americana | Brasileira | Cozinha regional
27367785000191,Brasileira | Cozinha regional
27368390000103,Italiana
27371017000101,Italiana
27375488000198,Brasileira
27375661000158,Brasileira
27375771000110,Italiana
27378788000120,Italiana
27381285000104,Americana | Brasileira
27385918000233,Brasileira | Cozinha regional
27386696000192,Brasileira
27387668000190,Brasileira
27390174000164,Cozinha regional
27390795000148,Americana | Brasileira | Italiana
27390890000141,Brasileira | Cozinha regional | Japonesa
27391157000141,Brasileira | Cozinha regional
27391157000222,Brasileira | Cozinha regional
27391243000154,Brasileira
27391725000104,Americana | Brasileira
27395417000157,Cozinha regional
27402097000115,Brasileira
27402097000204,Brasileira
27402930000128,Brasileira
27404816000137,Brasileira
27405531000110,Brasileira | Cozinha regional | Italiana
27406051000174,Brasileira | Cozinha regional
27409332000180,Brasileira
27409635000101,Brasileira
27411360000132,Brasileira
27413591000185,Americana
27421529000135,Brasileira | Cozinha regional
27422885000173,Brasileira
27426394000109,Brasileira
27430088000138,Japonesa
27430592000138,Brasileira
27431123000133,Brasileira
27433201000139,Americana | Cozinha regional
27438034000119,Brasileira
27447716000198,Brasileira
27448517000102,Italiana
27450958000130,Brasileira | Cozinha regional | Portuguesa
27451986000172,Americana
27451986000253,Americana
27451986000334,Americana
27451986000415,Americana
27451986000504,Americana
27451986000687,Americana
27451986000768,Portuguesa
27451986000849,Brasileira
27451986000920,Americana
27451986001063,Americana
27451986001144,Portuguesa
27451986001225,Portuguesa
27451986001497,Portuguesa
27454035000157,Brasileira
27455026000180,Cozinha regional
27460993000130,Cozinha regional
27465481000167,Brasileira
27466906000152,Italiana
27468521000124,Brasileira | Cozinha regional | Italiana
27469938000101,Brasileira | Cozinha regional
27470565000199,Brasileira
27470816000135,Portuguesa
27472213000172,Brasileira | Cozinha regional | Italiana
27472427000149,Brasileira
27474633000198,Cozinha regional
27481812000152,Italiana | Árabe
27486419000151,Brasileira
27486584000103,Brasileira
27487715000177,Espanhola | Italiana
27492596000140,Brasileira | Italiana
27493916000187,Italiana
27500762000103,Brasileira
27505258000104,Brasileira
27507808000116,Americana | Brasileira
27508087000169,Argentina
27508097000102,Brasileira
27510319000113,Brasileira | Cozinha regional
27510326000115,Brasileira | Cozinha regional
27518442000180,Brasileira
27519098000144,Brasileira
27519798000139,Brasileira
27520530000117,Brasileira | Cozinha regional
27521536000109,Cozinha regional
27522686000137,Americana | Brasileira
27522923000160,Brasileira
27525065000107,Cozinha regional
27538298000144,Alemã
27538506000105,Cozinha regional
27539952000134,Francesa | Italiana | Portuguesa
27541775000120,Brasileira
27542259000110,Cozinha regional
27542402000174,Brasileira
27546997000136,Cozinha regional
27549103000161,Brasileira | Cozinha regional
27550262000186,Brasileira | Italiana
27552296000100,Argentina
27552878000196,Brasileira | Árabe
27554813000180,Japonesa
27555390000112,Brasileira
27560811000101,Brasileira | Cozinha regional
27565346000193,Brasileira
27568773000125,Brasileira
27568820000130,Brasileira | Cozinha regional
27571083000125,Cozinha regional
27571338000150,Brasileira | Cozinha regional
27571338000230,Brasileira | Cozinha regional
27573128000109,Brasileira | Cozinha regional
27573160000186,Brasileira | Cozinha regional
27576510000168,Brasileira
27578034000114,Brasileira | Cozinha regional | Portuguesa
27584352000198,Brasileira
27584596000170,Italiana | Árabe
27584677000170,Brasileira
27586366000140,Brasileira | Cozinha regional
27586743000141,Brasileira
27587082000179,Brasileira
27587092000104,Brasileira | Cozinha regional
27589743000103,Brasileira | Cozinha regional
27592481000128,Brasileira | Cozinha regional
27597024000126,Brasileira
27600277000101,Brasileira
27600622000107,Brasileira
27602138000117,Brasileira
27602774000149,Japonesa
27604087000162,Cozinha regional
27605108000164,Brasileira
27606141000109,Brasileira | Portuguesa
27607291000137,Brasileira
27609604000196,Brasileira
27609639000125,Brasileira
27611397000104,Brasileira
27616265000175,Cozinha regional
27616364000157,Brasileira | Francesa
27616423000197,Brasileira
27617082000174,Brasileira
27623593000107,Brasileira
27626251000132,Brasileira | Cozinha regional
27632437000102,Brasileira | Cozinha regional
27633805000129,Brasileira | Francesa | Italiana
27634763000140,Brasileira | Francesa | Italiana
27634763000221,Brasileira | Francesa | Italiana
27638528000147,Asiática
27641396000102,Brasileira | Cozinha regional
27642926000137,Brasileira
27643037000194,Brasileira
27643199000122,Cozinha regional
27643755000160,Brasileira
27644630000155,Brasileira
27647876000180,Cozinha regional
27651822000199,Brasileira
27652701000161,Brasileira
27652840000195,Brasileira
27658277000162,Portuguesa
27658597000112,Brasileira
27659256000161,Americana
27660282000100,Brasileira
27662859000112,Brasileira | Cozinha regional
27665080000150,Brasileira | Cozinha regional
27665143000179,Brasileira
27665906001900,Italiana | Árabe
27665906002044,Italiana | Árabe
27665906002125,Italiana | Árabe
27665906002206,Italiana | Árabe
27665906002397,Italiana | Árabe
27665906002478,Italiana | Árabe
27665906002559,Italiana | Árabe
27665906002630,Italiana | Árabe
27665906002710,Italiana | Árabe
27665906002800,Italiana | Árabe
27665906002982,Italiana | Árabe
27665906003016,Italiana | Árabe
27665906003105,Italiana | Árabe
27665906003288,Italiana | Árabe
27665906003369,Italiana | Árabe
27665906003440,Italiana | Árabe
27665906003520,Italiana | Árabe
27665906003601,Italiana | Árabe
27665906003792,Italiana | Árabe
27665906003873,Italiana | Árabe
27665906003954,Italiana | Árabe
27665906004098,Italiana | Árabe
27665906004179,Italiana | Árabe
27665906004250,Italiana | Árabe
27665906004330,Italiana | Árabe
27665906004411,Italiana | Árabe
27665906004500,Italiana | Árabe
27665906004683,Italiana | Árabe
27665906004764,Italiana | Árabe
27665906004845,Italiana | Árabe
27665906004926,Italiana | Árabe
27665906005060,Italiana | Árabe
27665906005140,Italiana | Árabe
27665906005302,Italiana | Árabe
27665906005493,Italiana | Árabe
27665906005574,Italiana | Árabe
27665906005655,Italiana | Árabe
27665906005736,Italiana | Árabe
27665906005817,Italiana | Árabe
27665906005906,Italiana | Árabe
27665906006031,Italiana | Árabe
27665906006201,Italiana | Árabe
27665906006384,Italiana | Árabe
27665906006465,Italiana | Árabe
27665906006546,Italiana | Árabe
27665906006627,Italiana | Árabe
27665906006708,Italiana | Árabe
27665906006899,Italiana | Árabe
27665906006970,Italiana | Árabe
27665906007003,Italiana | Árabe
27665906007194,Italiana | Árabe
27665906007437,Italiana | Árabe
27665906007518,Italiana | Árabe
27665906007607,Italiana | Árabe
27665906007780,Italiana | Árabe
27665906007860,Italiana | Árabe
27665906007941,Italiana | Árabe
27665906008085,Italiana | Árabe
27665906008247,Italiana | Árabe
27665906008328,Italiana | Árabe
27665906008409,Italiana | Árabe
27666456000141,Brasileira | Cozinha regional
27666522000183,Americana | Brasileira | Cozinha regional
27667097000147,Brasileira
27667340000127,Americana | Brasileira
27667547000100,Cozinha regional
27667872000164,Brasileira
27671860000103,Brasileira
27671947000180,Brasileira | Cozinha regional
27672926000180,Espanhola
27674419000185,Brasileira
27675532000185,Alemã | Brasileira
27676621000146,Japonesa
27680140000104,Brasileira
27680140000295,Brasileira
27680140000376,Brasileira
27680140000457,Brasileira
27680140000538,Brasileira
27680140000619,Brasileira
27680140000708,Brasileira
27680140000961,Brasileira
27680140001003,Brasileira
27680140001771,Brasileira
27680140001852,Brasileira
27680140002077,Brasileira
27689593000100,Brasileira | Cozinha regional
27690314000110,Brasileira
27690661000142,Brasileira
27693495000138,Portuguesa
27694544000157,Brasileira
27696384000185,Alemã
27698465000114,Brasileira | Cozinha regional
27699976000150,Brasileira
27701033000115,Brasileira
27701666000123,Brasileira | Cozinha regional
27703570000102,Cozinha regional
27705778000152,Brasileira
27707134000101,Alemã | Brasileira | Cozinha regional
27709466000117,Brasileira
27710737000154,Alemã | Brasileira | Italiana
27716495000106,Brasileira
27719690000190,Cozinha regional | Italiana
27721502000168,Italiana
27721621000110,Cozinha regional
27723989000118,Brasileira | Cozinha regional
27726561000129,Brasileira | Cozinha regional
27726710000150,Brasileira | Cozinha regional | Italiana
27729862000106,Brasileira | Italiana
27731781000140,Brasileira
27731812000163,Brasileira
27732127000151,Americana | Mexicana
27735678000179,Italiana
27736436000108,Brasileira
27736600000179,Brasileira
27736970000106,Brasileira | Cozinha regional
27739399000183,Brasileira
27740835000134,Brasileira
27741323000192,Italiana
27745007000199,Italiana
27745685000151,Brasileira
27746614000254,Portuguesa
27746614000335,Espanhola | Portuguesa
27746697000109,Cozinha regional
27751850000188,Brasileira
27758489000111,Brasileira
27758523000158,Brasileira
27761161000154,Brasileira
27763405000138,Cozinha regional
27763538000104,Brasileira | Cozinha regional
27764506000123,Brasileira
27774277000128,Argentina
27775087000125,Brasileira | Cozinha regional
27775201000117,Brasileira
27775239000190,Cozinha regional
27775254000138,Brasileira | Cozinha regional
27775254000219,Brasileira
27776115000129,Italiana
27785581000170,Brasileira
27785701000130,Cozinha regional
27795261000100,Brasileira | Italiana | Japonesa
27795551000145,Brasileira
27796451000133,Brasileira
27796469000135,Cozinha regional
27797569000186,Americana
27797589000157,Brasileira
27800963000126,Brasileira
27802304000129,Brasileira | Cozinha regional
27803384000137,Brasileira
27807047000118,Brasileira | Cozinha regional | Italiana
27807047000207,Cozinha regional | Italiana | Portuguesa
27811226000129,Brasileira
27811732000118,Brasileira | Cozinha regional
27815490000130,Brasileira
27817035000174,Brasileira | Cozinha regional
27817750000107,Brasileira
27824867000118,Brasileira
27825737000108,Brasileira
27826057000109,Brasileira | Cozinha regional
27826577000103,Brasileira
27828603000132,Brasileira | Espanhola | Portuguesa
27830691000107,Francesa
27836075000163,Cozinha regional
27837937000172,Brasileira | Cozinha regional
27839368000102,Brasileira
27849039000134,Brasileira
27855019000176,Japonesa
27855657000197,Cozinha regional
27858434000183,Cozinha regional
27858930000137,Cozinha regional
27860270000129,Brasileira
27860759000109,Brasileira | Cozinha regional
27860759000281,Brasileira | Cozinha regional
27861598000160,Brasileira | Cozinha regional
27864020000167,Italiana
27864759000179,Francesa
27864898000100,Brasileira
27865802000110,Brasileira
27867581000110,Asiática | Francesa | Indiana
27870624000116,Brasileira | Cozinha regional
27874982000105,Portuguesa
27875356000125,Brasileira
27876751000122,Argentina | Brasileira | Cozinha regional
27882641000173,Argentina | Brasileira
27885538000187,Brasileira
27887377000160,Brasileira
27889795000197,Brasileira | Cozinha regional | Italiana
27892422000175,Asiática | Japonesa | Tailandesa
27892890000140,Brasileira
27893013000193,Brasileira | Espanhola
27893400000120,Brasileira
27894467000189,Brasileira
27894903000110,Brasileira
27895957000108,Francesa
27896201000175,Brasileira
27896459000171,Brasileira
27896651000168,Alemã | Americana | Brasileira
27897346000190,Cozinha regional
27897839000120,Americana | Brasileira | Italiana
27902603000135,Brasileira
27903177000154,Cozinha regional
27906050000199,Brasileira | Cozinha regional
27911947000100,Brasileira
27912097000165,Italiana
27913358000161,Brasileira | Portuguesa
27915077000148,Cozinha regional
27915439000109,Americana
27915439000281,Americana
27915821000104,Brasileira
27916219000191,Portuguesa
27916890000132,Brasileira
27918241000170,Brasileira | Japonesa
27918579000122,Brasileira
27924610000138,Cozinha regional
27929825000141,Brasileira
27932552000194,Brasileira
27932574000154,Brasileira | Cozinha regional
27933912000172,Brasileira
27935869000184,Brasileira | Cozinha regional
27937056000123,Americana | Brasileira
27937372000103,Brasileira
27937487000190,Cozinha regional
27940857000148,Brasileira | Portuguesa
27943572000160,Brasileira
27944412000136,Brasileira | Italiana | Portuguesa
27945644000109,Brasileira
27949431000155,Brasileira
27950314000101,Brasileira | Cozinha regional
27953473000160,Brasileira
27953679000190,Italiana
27954179000172,Brasileira | Cozinha regional
27954771000174,Brasileira | Cozinha regional | Portuguesa
27957351000141,Brasileira
27961084000186,Brasileira
27961329000175,Brasileira
27966093000160,Brasileira | Francesa | Italiana
27967569000187,Brasileira
27970331000100,Brasileira
27971824000165,Francesa
27974762000145,Brasileira | Cozinha regional
27975058000107,Argentina | Brasileira | Cozinha regional
27979603000133,Brasileira | Cozinha regional
27982399000100,Brasileira
27991301000180,Brasileira | Cozinha regional
27994361000157,Portuguesa
27994906000125,Alemã
27996513000150,Brasileira
27998228000179,Brasileira
28001850000123,Americana | Brasileira | Italiana
28005112000154,Brasileira
28006596000156,Brasileira | Cozinha regional
28008392000154,Cozinha regional
28009095000123,Americana | Brasileira | Cozinha regional
28010827000103,Portuguesa
28012827000134,Italiana | Árabe
28018113000133,Brasileira | Cozinha regional
28018213000160,Brasileira
28018762000134,Brasileira | Cozinha regional
28019045000127,Cozinha regional
28021146000132,Brasileira | Cozinha regional
28021359000164,Italiana
28021857000107,Italiana
28027346000100,Brasileira
28029186000120,Brasileira | Cozinha regional | Árabe
28029283000113,Brasileira
28029748000136,Italiana
28030145000154,Brasileira
28031563000166,Brasileira
28032204000123,Brasileira
28032450000185,Cozinha regional
28036959000104,Americana | Brasileira
28038045000174,Brasileira | Francesa
28038060000112,Brasileira | Italiana | Portuguesa
28039327000196,Brasileira | Cozinha regional
28039524000105,Brasileira
28039807000157,Brasileira | Cozinha regional | Italiana
28040834000140,Brasileira | Cozinha regional
28041966000196,Brasileira | Cozinha regional
28043920000106,Americana | Brasileira | Italiana
28045461000108,Brasileira
28046882000145,Brasileira
28046882000226,Brasileira
28046882000307,Brasileira
28046882000498,Brasileira
28046882000579,Brasileira
28047204000105,Americana | Brasileira | Italiana
28048253000154,Americana | Brasileira
28051444000175,Brasileira
28053183000122,Brasileira | Cozinha regional
28055318000199,Brasileira | Cozinha regional
28059551000140,Brasileira
28060379000144,Americana | Brasileira | Italiana
28067495000195,Brasileira | Cozinha regional
28068960000102,Brasileira
28069475000153,Brasileira | Italiana | Portuguesa
28069475000234,Brasileira | Italiana | Portuguesa
28070916000137,Italiana
28070916000218,Italiana
28073984000150,Brasileira | Cozinha regional | Italiana
28079372000174,Brasileira | Francesa | Portuguesa
28079719000189,Brasileira | Italiana
28082499000142,Cozinha regional
28083663000136,Brasileira
28088207000189,Brasileira
28091229000106,Brasileira | Cozinha regional
28093638000133,Brasileira
28098395000126,Brasileira
28109686000172,Brasileira | Cozinha regional
28109688000161,Brasileira
28111235002202,Cozinha regional
28112449000322,Francesa
28115679000183,Cozinha regional
28116386000110,Brasileira
28117319000110,Portuguesa
28118166000126,Brasileira
28118952000123,Americana
28119294000194,Americana
28120242000138,Americana | Brasileira
28120268000186,Japonesa
28123260000173,Brasileira | Cozinha regional
28123963000100,Brasileira
28125610000130,Brasileira
28125861000115,Brasileira
28128788000135,Americana | Brasileira
28129141000128,Brasileira | Cozinha regional
28132953000122,Cozinha regional
28133807000111,Brasileira
28134380000176,Brasileira
28141713000194,Brasileira
28142748000148,Americana | Brasileira
28144661000100,Brasileira
28148066000142,Cozinha regional | Espanhola | Italiana
28150682000138,Italiana
28151317000148,Brasileira
28152120000123,Brasileira | Cozinha regional
28153158000110,Brasileira
28153386000190,Brasileira | Cozinha regional
28154007000187,Brasileira
28154210000153,Brasileira
28154598000192,Brasileira
28155908000193,Japonesa
28156122000190,Italiana
28158747000191,Americana
28159369000160,Brasileira
28159632000111,Brasileira
28160227000113,Brasileira
28161702000176,Brasileira | Cozinha regional
28163956000123,Brasileira | Cozinha regional
28164694000200,Brasileira | Francesa | Portuguesa
28165456000120,Brasileira
28166821000111,Brasileira
28177490000115,Alemã | Americana | Brasileira
28177604000127,Italiana
28183978000155,Americana | Brasileira | Árabe
28185968000159,Brasileira
28186655000115,Brasileira
28187887000198,Cozinha regional
28187887000279,Brasileira
28188845000171,Francesa
28189196000123,Brasileira | Italiana
28191566000167,Brasileira | Cozinha regional
28193426000128,Brasileira
28194952000102,Brasileira | Cozinha regional
28196184000126,Japonesa
28196950000152,Brasileira | Cozinha regional
28200836000159,Brasileira
28203362000107,Brasileira
28205424000101,Italiana
28206232000110,Americana | Brasileira
28209295000120,Brasileira
28209705000132,Brasileira | Cozinha regional
28209993000125,Brasileira | Italiana
28211561000159,Brasileira | Cozinha regional
28212397000102,Brasileira
28214220000137,Brasileira
28214875000105,Brasileira
28220084000198,Cozinha regional
28220367000130,Japonesa
28222265000153,Brasileira | Cozinha regional
28222391000108,Brasileira
28222619000160,Brasileira
28222715000108,Americana | Mexicana | Árabe
28224115000189,Brasileira
28227352000101,Brasileira
28229447000156,Italiana
28231323000105,Brasileira
28232180000156,Brasileira
28234754000125,Brasileira
28237903000100,Japonesa
28238117000127,Brasileira
28238363000189,Japonesa
28239057000167,Brasileira
28239201000165,Italiana
28240358000100,Brasileira | Cozinha regional | Italiana
28252623000170,Americana | Brasileira | Árabe
28255763000100,Brasileira | Cozinha regional
28260692000126,Brasileira
28261649000185,Francesa
28263801000169,Americana
28264389000100,Americana | Brasileira | Mexicana
28267860000105,Brasileira
28269324000149,Brasileira
28273317000110,Brasileira | Italiana | Portuguesa
28273614000166,Brasileira | Cozinha regional
28273827000198,Brasileira
28275994000178,Brasileira
28278319000100,Brasileira | Cozinha regional
28278922000184,Brasileira | Portuguesa
28280598000139,Brasileira
28281743000104,Brasileira
28286877000100,Brasileira
28289147000162,Asiática | Japonesa
28289147000243,Asiática | Japonesa
28290192000137,Brasileira
28291041000101,Brasileira
28291535000188,Italiana
28292560000186,Brasileira | Cozinha regional | Italiana
28297353000114,Brasileira | Italiana | Japonesa
28297835000174,Brasileira
28301505000105,Brasileira | Cozinha regional
28307885000195,Brasileira
28308735000104,Brasileira
28309823000112,Italiana
28310647000139,Brasileira | Cozinha regional
28311765000161,Brasileira | Cozinha regional
28313102000186,Brasileira
28313695000180,Alemã | Americana
28313966000106,Alemã | Americana | Brasileira
28314329000146,Italiana | Árabe
28314637000171,Brasileira
28318495000110,Brasileira | Cozinha regional
28318920000171,Portuguesa
28319045000142,Brasileira
28321186000108,Italiana
28322219000126,Cozinha regional
28322418000134,Brasileira
28324883000104,Brasileira
28325439000103,Brasileira
28326639000180,Cozinha regional
28330012000101,Brasileira
28333070000180,Americana | Brasileira
28334080000130,Indiana
28335942000140,Brasileira
28336181000140,Italiana | Portuguesa | Árabe
28337919000194,Brasileira
28338839000153,Brasileira
28340809000181,Brasileira
28341937000140,Brasileira
28345166000169,Japonesa
28346927000288,Brasileira
28348082000189,Brasileira
28350400000146,Brasileira | Cozinha regional
28351300000134,Brasileira | Cozinha regional
28354643000152,Brasileira | Cozinha regional | Portuguesa
28354831000180,Cozinha regional
28368436000157,Brasileira
28368885000103,Brasileira
28370557000133,Brasileira
28371756000166,Brasileira
28374241000110,Americana
28376145000100,Asiática
28382032000118,Italiana
28382350000189,Italiana | Árabe
28383078000151,Brasileira | Italiana | Japonesa
28385060000199,Brasileira
28387435000150,Brasileira
28389152000147,Italiana
28389152000228,Americana | Italiana
28390715000117,Brasileira
28392281000194,Brasileira
28394004000110,Brasileira
28395542000120,Brasileira | Cozinha regional | Italiana
28396648000148,Brasileira
28407567000104,Brasileira
28410090000299,Brasileira
28410090000450,Brasileira
28410090000531,Brasileira
28410090000701,Brasileira
28410090000884,Brasileira | Italiana
28410090001007,Brasileira
28410090001260,Brasileira | Italiana
28410090001341,Brasileira
28410090001694,Brasileira
28410090001775,Brasileira
28410090002070,Brasileira | Italiana
28410090002402,Brasileira
28410090002585,Brasileira
28410090002666,Brasileira | Italiana
28410090002747,Brasileira
28410090002828,Brasileira
28410090002909,Brasileira
28410090003042,Brasileira
28410090003123,Brasileira
28410090003204,Brasileira
28410090003395,Brasileira
28410090003638,Brasileira | Italiana
28410090003719,Brasileira | Italiana
28410090003808,Brasileira | Italiana
28410427000187,Brasileira | Cozinha regional
28411296000152,Brasileira
28413935000119,Brasileira | Cozinha regional
28418838000119,Brasileira
28419778000159,Brasileira | Italiana
28421433000130,Brasileira
28423021000139,Alemã | Americana
28424217000148,Brasileira | Cozinha regional
28427437000125,Brasileira
28428268000148,Brasileira
28428769000124,Brasileira | Italiana
28430829000143,Brasileira
28431720000120,Brasileira
28431720000201,Brasileira | Cozinha regional
28432292000150,Brasileira | Cozinha regional
28432405000118,Americana | Brasileira | Cozinha regional
28433801000160,Cozinha regional
28434499000164,Brasileira
28435038000106,Brasileira
28438329000158,Italiana
28439953000170,Brasileira | Cozinha regional
28440244000104,Brasileira
28444322000149,Alemã
28444606000135,Brasileira
28445652000159,Brasileira
28448225000124,Americana | Brasileira | Cozinha regional
28449172000166,Brasileira
28452435000196,Brasileira | Cozinha regional
28452440000107,Brasileira | Cozinha regional
28453854000142,Italiana
28454454000151,Americana
28454641000135,Brasileira | Cozinha regional
28458855000180,Cozinha regional
28463417000100,Brasileira | Cozinha regional
28464104000176,Brasileira | Cozinha regional
28466238000126,Brasileira
28469959000190,Brasileira
28473073000110,Americana | Brasileira | Cozinha regional
28474966000180,Brasileira
28476600000140,Brasileira | Cozinha regional
28476939000146,Cozinha regional | Italiana
28483815000198,Brasileira
28487298000125,Brasileira
28487677000115,Portuguesa
28490741000117,Brasileira
28492951000144,Brasileira
28493340000110,Brasileira
28493919000183,Francesa
28495422000102,Brasileira
28497943000190,Japonesa
28498235000174,Brasileira | Italiana | Portuguesa
28499097000148,Brasileira | Cozinha regional
28502549000101,Italiana
28502549000284,Italiana
28503245000150,Brasileira
28504784000104,Americana | Brasileira
28504848000177,Brasileira
28506687000150,Brasileira
28507181000166,Brasileira
28511494000198,Italiana
28513793000161,Portuguesa
28516737000180,Brasileira
28516856000133,Americana | Brasileira
28518534000123,Japonesa
28521749000101,Brasileira
28522706000132,Brasileira
28526590000100,Cozinha regional
28527769000181,Brasileira
28528759000160,Cozinha regional
28530369000125,Brasileira | Cozinha regional
28533050000153,Brasileira
28533058000110,Brasileira
28535741000196,Árabe
28536521000187,Brasileira
28537526000205,Brasileira
28538672000174,Brasileira
28541641000172,Brasileira
28542292000103,Chinesa | Japonesa
28542450000125,Asiática | Espanhola | Italiana
28542749000180,Americana
28546556000105,Brasileira | Cozinha regional
28547056000180,Brasileira
28554244000135,Brasileira
28556276000170,Cozinha regional
28556752000152,Cozinha regional
28561642000189,Italiana
28562778000103,Brasileira
28565069000181,Brasileira | Cozinha regional
28565967000130,Cozinha regional
28567457000100,Brasileira
28570921000109,Brasileira
28570921000290,Brasileira
28570921000451,Brasileira
28570921000613,Americana | Brasileira
28570921000702,Americana | Brasileira
28572610000189,Brasileira
28572610000260,Brasileira
28573561000107,Brasileira | Cozinha regional
28573561000360,Brasileira
28575746000142,Brasileira
28576755000158,Brasileira | Cozinha regional
28577533000150,Brasileira | Cozinha regional
28579364000197,Brasileira | Cozinha regional
