CNPJ,ESPECIALIDADE
33101257000512,Brasileira | Francesa
33101257000601,Brasileira | Francesa
33108724000102,Brasileira
33167925000180,Brasileira | Cozinha regional
33171964000151,Brasileira
33217182000106,Americana | Brasileira
33221526000150,Cozinha regional
33233794000192,Alemã | Americana | Brasileira
33291909000103,Brasileira | Cozinha regional | Italiana
33340360000191,Brasileira
33346854000183,Argentina
33392134000154,Brasileira
33431278000172,Brasileira | Cozinha regional
33441236000112,Brasileira
33476106000115,Brasileira | Cozinha regional
33493104000134,Brasileira
33496513000194,Brasileira
33509141000193,Brasileira
33517594000161,Brasileira | Italiana
33587976000161,Cozinha regional
33617822000175,Brasileira | Francesa
33619976000600,Brasileira
33627512000301,Brasileira
33630244000107,Cozinha regional
33657002000107,Cozinha regional | Italiana
33690797000155,Brasileira | Cozinha regional
33735823000114,Cozinha regional
33736130000146,Brasileira
33736978000175,Italiana
33786984000137,Portuguesa
33809156000177,Cozinha regional
33817742000163,Brasileira
33854286000121,Brasileira | Cozinha regional
33861231000734,Americana | Brasileira
33870934000133,Brasileira | Cozinha regional | Francesa
33909001000102,Brasileira
33922493000176,Brasileira
33943138000183,Brasileira
33949098000187,Brasileira | Cozinha regional
34006039000138,Brasileira
34014295000177,Cozinha regional
34051494000155,Brasileira
34056933000112,Italiana
34060165000170,Brasileira
34082916000150,Brasileira | Cozinha regional
34084985000445,Cozinha regional
34084985000526,Brasileira
34142461000110,Cozinha regional
34159040000283,Portuguesa
34163332000109,Brasileira
34177085000108,Brasileira
34210515000138,Brasileira | Cozinha regional
34216590000106,Brasileira
34216590000297,Brasileira
34224019000133,Brasileira
34275574000194,Brasileira | Cozinha regional | Francesa
34294286000187,Portuguesa | Árabe
34315388000131,Brasileira
34372332000208,Brasileira | Cozinha regional
34382126000190,Brasileira
34403756000101,Brasileira | Cozinha regional
34425585000103,Cozinha regional
34431645000109,Americana | Brasileira
34437432000186,Brasileira | Cozinha regional
34442028000109,Brasileira | Cozinha regional
34457328000153,Alemã | Americana | Brasileira
34539795000122,Brasileira | Cozinha regional
34585831000194,Brasileira
34614760000100,Brasileira
34616408000104,Brasileira
34621916000180,Brasileira
34625001000143,Argentina | Brasileira
34630355000186,Brasileira | Cozinha regional
34632052000100,Grega
34640509000110,Brasileira | Portuguesa
34668188000162,Brasileira | Italiana | Japonesa
34717567000103,Brasileira | Francesa
34717567000286,Brasileira | Francesa
34757390000160,Brasileira
34774579000161,Brasileira | Cozinha regional
34851052000193,Cozinha regional
34858193000138,Brasileira
34906219000176,Italiana | Portuguesa
34929990000169,Americana | Brasileira
34942869000177,Argentina | Brasileira
34985948000165,Brasileira
34989470000141,Brasileira
34992756000186,Portuguesa
35001673000140,Brasileira
35040925000140,Brasileira
35048033000196,Brasileira
35093992000123,Brasileira
35131623000188,Brasileira
35137523000169,Brasileira | Cozinha regional
35137617000138,Brasileira | Cozinha regional
35156269000146,Brasileira | Cozinha regional
35239305000135,Brasileira
35262536000160,Brasileira
35302852000118,Brasileira | Cozinha regional
35323084000189,Brasileira | Cozinha regional
35332566000103,Japonesa
35356893000359,Americana
35364789000144,Brasileira | Cozinha regional
35376855000104,Brasileira
35391365000179,Italiana
35398405000104,Argentina | Brasileira
35486101000107,Brasileira
35532640000127,Americana
35546516000110,Brasileira
35568155000103,Alemã | Argentina | Brasileira
35594194000185,Portuguesa
35605793000157,Japonesa
35641702000139,Japonesa
35647956000164,Cozinha regional
35660891000197,Italiana
35699634000169,Cozinha regional
35709352000103,Brasileira
35741203000113,Brasileira
35745432000106,Brasileira
35767992000161,Brasileira
35768473000118,Brasileira
35784313000162,Japonesa
35785100000155,Cozinha regional
35841575000111,Cozinha regional
35950456000105,Brasileira
35960079000187,Cozinha regional
35961413000117,Brasileira
36006066000136,Americana | Brasileira
36027524000113,Brasileira
36031963000108,Portuguesa
36037268000145,Brasileira
36039867000106,Brasileira
36073430000180,Brasileira
36098907000182,Brasileira
36119890000100,Brasileira
36126869000124,Brasileira
36136423000180,Brasileira | Cozinha regional
36163448000173,Brasileira | Cozinha regional
36195383000148,Italiana
36232832000180,Americana | Brasileira
36244950000109,Cozinha regional
36270198000170,Brasileira
36337968000155,Asiática | Chinesa | Japonesa
36346953000153,Brasileira
36357631000100,Italiana
36384645000112,Brasileira | Cozinha regional
36389074000109,Brasileira
36417867000194,Brasileira | Italiana
36443283000193,Brasileira
36444691000240,Brasileira
36450042000171,Italiana
36459227000147,Americana | Brasileira | Italiana
36555392000100,Brasileira
36568943000162,Brasileira
36580832000171,Brasileira | Francesa | Italiana
36608058000160,Brasileira
36608058000917,Brasileira
36646831000182,Brasileira
36649748000167,Brasileira
36709545000119,Brasileira | Italiana | Japonesa
36717436000143,Brasileira
36751674000175,Brasileira | Italiana
36829453000172,Brasileira
36859303000101,Brasileira | Italiana
36897883000121,Argentina | Francesa | Italiana
36904941000105,Japonesa
36952476000170,Brasileira
36959555000102,Brasileira
36969754000100,Alemã | Brasileira | Italiana
37010583000141,Brasileira
37013321000130,Asiática | Espanhola | Grega
37040699000123,Brasileira
37052384000104,Cozinha regional
37074548000439,Brasileira | Italiana
37074548000510,Brasileira
37084422000100,Cozinha regional
37096693000178,Brasileira
37145088000140,Americana | Brasileira
37159949000149,Brasileira | Italiana | Portuguesa
37174898000124,Cozinha regional
37207819000134,Brasileira
37232087000132,Brasileira
37292696000187,Francesa | Italiana | Portuguesa
37362580000177,Brasileira | Cozinha regional
37395970000143,Brasileira
37409785000160,Italiana
37417320000151,Brasileira
37440645000155,Brasileira | Cozinha regional
37466571000126,Brasileira | Cozinha regional
37489038000180,Brasileira | Cozinha regional
37513311000164,Brasileira
37526041000126,Brasileira | Cozinha regional
37537534000161,Brasileira
37540328000100,Italiana
37556135000148,Cozinha regional
37556262000147,Brasileira
37563571000144,Brasileira
37620194000138,Árabe
37623225000538,Brasileira
37623462000175,Cozinha regional
37663897000143,Brasileira | Italiana
37716954000105,Brasileira | Cozinha regional | Francesa
37721897000152,Americana
37732594000135,Brasileira
37775165000145,Portuguesa
37783656000138,Cozinha regional
37812167000167,Brasileira
37816707000180,Argentina | Brasileira | Portuguesa
37830946000195,Brasileira
37846061000184,Brasileira
37848567000122,Brasileira
37881212000216,Brasileira
37886204000181,Asiática | Chinesa | Japonesa
37887017000112,Brasileira | Italiana
37895456000177,Portuguesa
37901133000149,Brasileira | Cozinha regional
37907105000139,Brasileira
37910982000169,Cozinha regional
37913848000111,Brasileira
37970263000133,Brasileira | Cozinha regional | Italiana
37991385000106,Cozinha regional
37994498000165,Brasileira
37996179000199,Brasileira
37996575000116,Brasileira
38039471000186,Cozinha regional
38052563000368,Brasileira
38052970000103,Brasileira
38072038000142,Árabe
38074563000105,Brasileira
38103462000107,Italiana
38125485000112,Cozinha regional
38125663000105,Italiana
38140398000134,Brasileira
38186925000141,Americana | Brasileira | Cozinha regional
38230834000166,Brasileira | Cozinha regional | Italiana
38267661000231,Brasileira | Italiana
38296627000104,Brasileira | Cozinha regional
38296948000109,Brasileira
38310260000136,Brasileira
38329763000153,Brasileira | Cozinha regional
38333706000148,Americana | Cozinha regional | Francesa
38365403000107,Brasileira
38368469000150,Brasileira
38383740000127,Brasileira
38398313000112,Brasileira
38432733000178,Brasileira
38540129000165,Brasileira | Cozinha regional
38831952000120,Brasileira
38946123000192,Alemã | Italiana | Japonesa
38946123000273,Brasileira | Italiana | Japonesa
39158279000171,Brasileira
39232912000124,Americana | Brasileira
39254500000195,Brasileira | Cozinha regional | Italiana
39258375000191,Brasileira | Cozinha regional | Italiana
39263427000118,Japonesa
39269386000177,Brasileira | Cozinha regional
39278462000100,Brasileira
39284582000110,Brasileira | Italiana | Japonesa
39284781000129,Brasileira
39286387000120,Brasileira
39296964000164,Brasileira | Cozinha regional
39299890000110,Brasileira | Cozinha regional | Portuguesa
39310803000188,Italiana
39313132000109,Brasileira
39316435000185,Brasileira | Cozinha regional
39324735000106,Cozinha regional
39339510000123,Brasileira
39370267000106,Brasileira | Cozinha regional | Portuguesa
39378223000122,Cozinha regional
39388308000191,Americana | Brasileira
39418354000196,Brasileira
39452796000159,Americana | Italiana
39455345000175,Brasileira
39469939000135,Brasileira
39486529000100,Italiana
39488800000139,Italiana
39545700000105,Alemã | Brasileira
39558418000154,Brasileira
39586814000195,Brasileira
39598121000112,Brasileira
39599349000127,Tailandesa
39607316000181,Brasileira | Cozinha regional
39659013000102,Brasileira
39660965000146,Cozinha regional
39691189000141,Brasileira
39715019000150,Tailandesa
39718302000135,Italiana
39728697000157,Chinesa | Japonesa
39735705000192,Cozinha regional
39743308000162,Tailandesa
39789045000122,Brasileira | Cozinha regional | Italiana
39790376000182,Brasileira
39802506000150,Brasileira | Chinesa | Japonesa
39804695000108,Brasileira
39807962000192,Brasileira
39808246000120,Brasileira | Cozinha regional
39815417000148,Brasileira | Cozinha regional
39828334000193,Brasileira
39829638000175,Japonesa
39837990000152,Brasileira
39840706000105,Italiana
39861006000199,Tailandesa
39872929000146,Americana | Brasileira
39884033000187,Brasileira | Cozinha regional
39891896000181,Japonesa
39891896000262,Japonesa
39920067000180,Cozinha regional
39976844000108,Brasileira
39995489000114,Brasileira
40004389000168,Brasileira | Cozinha regional
40010328000103,Brasileira
40030878000194,Brasileira
40035783000163,Brasileira
40070160000121,Brasileira | Cozinha regional
40071448000110,Brasileira
40117916000140,Brasileira
40187505000121,Cozinha regional
40192309000145,Brasileira
40236487000120,Italiana
40250266000107,Americana | Brasileira
40254586000135,Brasileira
40262226000185,Cozinha regional
40368126000138,Brasileira
40369527000102,Brasileira
40475185000105,Brasileira
40500215000196,Brasileira
40543188000139,Portuguesa
40547926000116,Brasileira
40549501000146,Brasileira
40576633000167,Americana | Cozinha regional
40585454000196,Brasileira
40586476000170,Brasileira
40603129000109,Brasileira
40611442000199,Brasileira
40623826000121,Brasileira
40648345000170,Brasileira
40668004000167,Brasileira
40737799000118,Cozinha regional
40784031000103,Brasileira | Cozinha regional
40794550000144,Brasileira | Mexicana
40828007000110,Brasileira | Cozinha regional
40828010000134,Brasileira | Cozinha regional
40832295000187,Brasileira
40843158000148,Brasileira | Cozinha regional | Japonesa
40873154000102,Americana
40876172000229,Brasileira
40876172000300,Brasileira
40876172000490,Brasileira
40876172000571,Brasileira
40876172000652,Brasileira
40893585000130,Brasileira
40894096000101,Italiana
40897055000160,Brasileira
40909511000145,Brasileira | Cozinha regional
40914424000186,Brasileira | Cozinha regional
40918266000132,Brasileira | Cozinha regional
40944297000168,Brasileira
40945268000110,Brasileira
40952570000104,Brasileira
40957906000113,Brasileira
40992311000107,Brasileira
41009748000132,Brasileira
41016810000113,Brasileira
41021361000100,Brasileira | Cozinha regional | Italiana
41085759000100,Brasileira
41087367000171,Brasileira | Cozinha regional
41088284000105,Brasileira
41114060000112,Brasileira
41118425000187,Brasileira
41129091000147,Brasileira | Cozinha regional | Japonesa
41142994000168,Brasileira
41177190000102,Portuguesa
41185455000378,Brasileira | Cozinha regional
41219372000190,Brasileira
41219582000189,Italiana
41220345000138,Brasileira | Cozinha regional | Italiana
41232747000152,Brasileira
41233113000114,Cozinha regional
41261510000108,Brasileira
41334357000193,Brasileira
41334853000147,Brasileira
41345481000154,Portuguesa
41346631000144,Brasileira
41394780000189,Brasileira
41415021000155,Brasileira | Cozinha regional | Italiana
41440052000166,Brasileira
41554192000165,Brasileira | Cozinha regional
41619534000188,Cozinha regional
41624330000135,Brasileira
41626096000185,Brasileira
41675931000177,Brasileira
41696944000122,Brasileira
41736640000141,Brasileira
41738706000132,Brasileira
41775967000122,Brasileira
41791023000149,Brasileira | Cozinha regional
41796972000111,Brasileira
41857507000143,Americana | Brasileira
41881960000195,Cozinha regional
41890800000102,Brasileira | Portuguesa
41910579000107,Brasileira
41920968000113,Brasileira
41946284000190,Brasileira | Portuguesa
41998293000125,Brasileira
42026087000116,Cozinha regional
42026884000101,Italiana
42029971000104,Brasileira | Cozinha regional
42057545000184,Americana | Brasileira
42062705000183,Brasileira
42072291000173,Brasileira
42113349000180,Brasileira | Cozinha regional | Portuguesa
42132967000177,Brasileira
42169720000125,Brasileira
42178433000181,Brasileira
42188643000150,Brasileira | Cozinha regional
42219629000177,Brasileira
42236750000107,Brasileira | Cozinha regional
42243752000123,Cozinha regional
42265279000185,Portuguesa
42266652000112,Brasileira
42333285000122,Brasileira | Cozinha regional
42345627000124,Brasileira
42347868000102,Portuguesa
42365982000165,Brasileira
42373785000198,Brasileira
42383387000152,Brasileira
42393884000131,Brasileira
42424530000107,Brasileira
42430571000297,Brasileira
42430571000378,Brasileira
42493597000101,Brasileira | Cozinha regional
42497492000112,Brasileira
42508949000147,Espanhola
42525414000184,Brasileira
42533102000112,Brasileira | Francesa | Italiana
42570921000130,Brasileira
42581069000104,Brasileira | Cozinha regional
42586137000110,Italiana
42588554000100,Alemã | Argentina | Brasileira
42623731000133,Brasileira | Cozinha regional | Italiana
42629827000109,Cozinha regional
42645835000149,Brasileira | Cozinha regional
42685686000141,Brasileira
42720040000158,Brasileira
42724953000142,Brasileira
42781747000174,Brasileira
42802391000108,Italiana
42837110000152,Cozinha regional
42839156000100,Brasileira | Italiana
42842928000163,Brasileira
42846895000120,Brasileira
42867488000107,Brasileira
42881621000171,Brasileira
42886856000156,Brasileira | Cozinha regional
42888008000186,Brasileira
42891646000156,Brasileira
42913139000176,Francesa
42914206000177,Brasileira | Cozinha regional
42929394000107,Brasileira
42957913000140,Brasileira
42972131000180,Japonesa
42973515000118,Brasileira | Cozinha regional | Portuguesa
42973535000199,Brasileira
42993090000109,Americana | Brasileira
42993578000136,Brasileira
43036197000121,Brasileira
43039370000145,Brasileira
43041183000104,Brasileira
43041282000188,Brasileira
43045656000133,Brasileira
43064447000137,Portuguesa
43073251000109,Brasileira | Cozinha regional
43094626000117,Brasileira
43101339000197,Brasileira
43117061000146,Brasileira
43148252000175,Brasileira
43249537000100,Alemã
43268273000124,Brasileira
43269774000125,Brasileira
43271197000106,Brasileira
43300799000144,Americana
43348327000161,Brasileira | Francesa | Italiana
43374790000188,Brasileira | Cozinha regional
43439219000102,Brasileira
43449890000126,Asiática
43471948000138,Brasileira
43474313000194,Francesa | Italiana
43503750000199,Brasileira | Cozinha regional
43521446000174,Brasileira | Cozinha regional
43529645000129,Americana | Brasileira | Cozinha regional
43531846000160,Brasileira | Cozinha regional
43550923000120,Brasileira | Cozinha regional | Portuguesa
43563656000125,Brasileira
43583777000139,Brasileira | Cozinha regional
43584570000189,Brasileira
43594798000150,Brasileira | Italiana
43605152000120,Brasileira | Cozinha regional
43609749000143,Portuguesa
43619924000183,Alemã | Argentina
43660835000180,Brasileira
43665501000108,Cozinha regional
43668408000149,Brasileira
43678133000124,Asiática | Chinesa | Japonesa
43702074000182,Asiática | Tailandesa
43704496000197,Brasileira
43717265000118,Brasileira
43735207000117,Brasileira
43741014000179,Brasileira
43777111000111,Brasileira
43778019000176,Brasileira
43782327000175,Brasileira | Cozinha regional
43786167000132,Argentina
43801062000105,Brasileira | Cozinha regional | Italiana
43813960000183,Americana | Asiática | Brasileira
43853765000187,Americana
43855601000199,Brasileira
43861645000121,Brasileira | Italiana
43885892000168,Brasileira
43904081000167,Brasileira
43912015000139,Brasileira
43934399000190,Cozinha regional
43944802000162,Americana | Brasileira | Italiana
43966692000130,Brasileira | Cozinha regional | Italiana
44005580000185,Cozinha regional
44017933000167,Brasileira
44044318000140,Brasileira | Cozinha regional
44052377000160,Brasileira
44137725000100,Italiana
44154600000180,Brasileira
44154688000130,Brasileira | Mexicana
44175995000105,Brasileira | Portuguesa
44196192000129,Brasileira
44208134000178,Cozinha regional | Italiana | Portuguesa
44211940000103,Brasileira | Cozinha regional | Portuguesa
44212464000137,Brasileira
44250672000120,Brasileira
44299480000109,Brasileira
44322862000106,Cozinha regional
44332718000150,Brasileira | Francesa | Italiana
44339824000166,Francesa
44357696000183,Cozinha regional | Italiana
44371345000127,Japonesa
44427057000147,Brasileira
44467864000193,Brasileira
44476764000123,Brasileira
44513176000112,Alemã | Brasileira | Cozinha regional
44540760000167,Brasileira
44558126000151,Brasileira
44596894000108,Americana | Brasileira
44627463000153,Japonesa
44654642000180,Italiana
44663688000165,Brasileira
44682628000190,Asiática | Chinesa | Japonesa
44688491000180,Brasileira
44706674000181,Americana | Brasileira
44714654000152,Brasileira
44715033000193,Brasileira | Cozinha regional
44731192000181,Brasileira
44760570000155,Brasileira | Italiana
44762682000145,Brasileira
44813404000170,Americana | Brasileira
44817453000180,Brasileira
44877353000140,Brasileira | Cozinha regional | Italiana
44878861000142,Portuguesa
44893895000106,Brasileira
44899799000175,Cozinha regional
44913889000173,Brasileira
44916542000184,Italiana
45038625000180,Brasileira | Cozinha regional
45045350000102,Brasileira
45046631000180,Brasileira
45056495000109,Brasileira
45090314000160,Brasileira | Cozinha regional
45105653000173,Brasileira
45119249000159,Brasileira
45124016000144,Portuguesa
45124656000154,Brasileira | Italiana | Mexicana
45135151000195,Brasileira
45187487000100,Brasileira
45223321000193,Brasileira
45262089000100,Brasileira | Francesa
45269026000178,Brasileira
45312510000132,Cozinha regional
45312720000120,Brasileira
45316116000172,Brasileira
45319831000169,Brasileira
45356280000103,Brasileira | Cozinha regional
45372442000105,Brasileira
45383218000100,Italiana
45387991000145,Italiana
45449440000169,Argentina | Brasileira
45451673000104,Brasileira
45455642000113,Brasileira | Cozinha regional | Francesa
45455784000180,Brasileira
45505744000104,Brasileira | Cozinha regional
45516760000194,Brasileira
45530312000145,Brasileira
45538730000189,Americana
45575187000190,Brasileira
45639270000185,Americana | Brasileira | Italiana
45645599000159,Brasileira
45661197000148,Brasileira | Cozinha regional | Portuguesa
45707233000167,Argentina
45713080000160,Brasileira
45744789000123,Brasileira
45760977000145,Brasileira
45763310000104,Brasileira
45768812000110,Cozinha regional
45775584000105,Brasileira
45793242000118,Portuguesa
45814833000124,Brasileira | Cozinha regional
45823094000137,Brasileira | Cozinha regional
45872324000158,Brasileira | Italiana | Árabe
45935629000161,Brasileira
45936806000124,Japonesa
45948657000113,Tailandesa
45948697000165,Cozinha regional
45990956000116,Japonesa
46010012000106,Brasileira
46017424000160,Brasileira | Cozinha regional
46059223000125,Brasileira | Cozinha regional
46076454000147,Brasileira
46095759000104,Brasileira | Cozinha regional
46100115000159,Brasileira
46114986000121,Italiana
46142124000102,Brasileira
46169244000101,Brasileira
46179149000423,Brasileira
46179149000504,Brasileira
46181999000113,Brasileira
46183545000181,Brasileira | Cozinha regional
46202063000121,Brasileira | Cozinha regional
46204965000105,Brasileira | Cozinha regional | Italiana
46220597000180,Brasileira
46223151000100,Brasileira
46245151000100,Brasileira
46247965000346,Japonesa
46265139000168,Brasileira
46294135000108,Cozinha regional
46297647000128,Brasileira
46298672000126,Americana | Brasileira
46310193000188,Brasileira
46328213000148,Americana | Brasileira
46363140000125,Brasileira
46369340000195,Cozinha regional
46408398000109,Brasileira
46450323000188,Brasileira
46468116000150,Brasileira
46509852000100,Brasileira
46517837000103,Brasileira
46523438000155,Brasileira | Cozinha regional
46536865000178,Argentina | Brasileira | Portuguesa
46558187000144,Brasileira
46568329000154,Brasileira | Cozinha regional
46624949000163,Americana | Brasileira
46651876000107,Brasileira | Espanhola
46673585000101,Brasileira
46682735000143,Brasileira
46701839000158,Brasileira | Cozinha regional
46718470000196,Italiana
46744149000267,Brasileira
46812131000174,Japonesa
46831770000187,Brasileira | Cozinha regional
46849131000149,Brasileira | Italiana
46856144000145,Portuguesa
46949967000115,Brasileira
47008597000184,Brasileira | Cozinha regional
47022043000131,Brasileira
47053315000160,Brasileira | Cozinha regional
47093147000137,Brasileira | Cozinha regional
47095949000186,Portuguesa
47139882000134,Brasileira
47140208000170,Brasileira
47152927000100,Brasileira
47154233000102,Brasileira
47203292000123,Portuguesa
47254879000161,Argentina | Brasileira | Italiana
47301990000161,Brasileira | Cozinha regional
47388310000199,Brasileira | Italiana
47431433000165,Italiana
47432870000101,Brasileira
47487943000154,Brasileira
47490753000196,Cozinha regional
47549173000127,Árabe
47559219000199,Brasileira
47563095000115,Cozinha regional
47577217000122,Brasileira
47591212000154,Brasileira
47604162000100,Brasileira | Cozinha regional
47624890000176,Brasileira | Cozinha regional
47625498000141,Brasileira
47625498000222,Brasileira
47625498000303,Brasileira
47631038000126,Brasileira
47672971000141,Brasileira
47673312000120,Brasileira
47712236000114,Brasileira
47719543000127,Brasileira
47726925000188,Cozinha regional
47789743000156,Brasileira | Cozinha regional | Francesa
47840722000118,Brasileira
47841216000143,Brasileira
47849707000130,Brasileira
47867704000120,Brasileira
47887996000162,Brasileira | Cozinha regional
47893109000169,Americana | Brasileira | Cozinha regional
47898273000169,Brasileira | Cozinha regional
47910087000106,Americana | Brasileira
47919015000111,Brasileira | Portuguesa
47919841000160,Cozinha regional
47968694000119,Brasileira
47975611000119,Asiática | Tailandesa
48003019000118,Americana | Brasileira | Italiana
48011542000196,Brasileira
48017006000106,Americana | Brasileira
48028238000151,Brasileira
48029120000148,Brasileira
48036138000177,Brasileira
48036204000109,Brasileira | Cozinha regional
48045697000143,Italiana
48054586000101,Brasileira | Cozinha regional
48079426000109,Brasileira
48120531000144,Cozinha regional
48121803000120,Brasileira
48143430000199,Brasileira
48146602000188,Cozinha regional
48172972000190,Italiana
48177468000182,Brasileira | Cozinha regional | Italiana
48177859000105,Italiana
48185404000123,Brasileira
48190683000113,Americana | Brasileira | Francesa
48287032000146,Brasileira | Cozinha regional
48314842000144,Italiana
48342105000155,Brasileira
48395176000116,Portuguesa
48395307000165,Brasileira
48418823000168,Brasileira
48436635000162,Brasileira | Cozinha regional
48446540000120,Brasileira
48469295000176,Cozinha regional
48470142000149,Brasileira | Cozinha regional
48476878000124,Cozinha regional
48499353000104,Portuguesa
48499977000121,Brasileira
48505005000100,Cozinha regional
48520878000184,Brasileira
48544630000153,Italiana
48547972000127,Árabe
48585346000125,Americana | Brasileira
48587362000157,Brasileira
48600393000109,Marroquina
48621624000152,Espanhola | Italiana | Japonesa
48633678000138,Brasileira
48704899000150,Brasileira
48730773000150,Brasileira | Cozinha regional | Italiana
48779835000118,Brasileira | Cozinha regional | Italiana
48802810000198,Brasileira
48820881000113,Brasileira
48833682000220,Brasileira
48849279000109,Brasileira | Italiana
48851060000144,Brasileira
48886178000108,Brasileira
48889934000152,Brasileira
48910367000179,Francesa | Italiana
48913348000104,Americana | Brasileira | Cozinha regional
48929405000135,Brasileira
48941689000185,Brasileira
48949104000173,Brasileira | Cozinha regional
48962332000183,Brasileira
48974780000105,Brasileira | Cozinha regional | Italiana
48978293000102,Brasileira
49022456000141,Brasileira
49047911000163,Brasileira | Cozinha regional
49060028000103,Cozinha regional
49063618000190,Italiana
49066364000163,Brasileira | Francesa | Italiana
49067441000108,Brasileira
49123253000141,Brasileira | Italiana
49146378000197,Brasileira
49167148000104,Brasileira
49201949000149,Brasileira
49207094000163,Brasileira
49220463000158,Cozinha regional
49267344000150,Brasileira
49288264000181,Brasileira | Italiana
49313800000151,Japonesa
49317466000104,Brasileira
49353562000108,Brasileira
49357674000137,Brasileira | Cozinha regional
49364743000130,Brasileira
49367160000162,Brasileira
49387778000194,Brasileira
49389201000111,Brasileira
49418375000165,Brasileira
49421263000163,Brasileira | Cozinha regional
49440380000174,Brasileira
49442405000179,Brasileira | Cozinha regional
49453992000100,Cozinha regional
49475655000296,Brasileira | Árabe
49482344000173,Brasileira
49498163000135,Alemã | Brasileira | Portuguesa
49548890000160,Portuguesa
49578205000148,Brasileira | Cozinha regional
49584809000105,Brasileira | Cozinha regional
49617299000117,Brasileira
49618850000147,Brasileira
49642133000150,Brasileira | Cozinha regional
49649238000131,Italiana
49665773000186,Brasileira
49669589000104,Americana | Brasileira | Francesa
49706478000120,Brasileira
49752179000122,Brasileira
49753162000190,Brasileira
49757363000165,Brasileira
49759150000172,Brasileira
49763195000110,Brasileira
49783733000139,Brasileira
49807606000122,Brasileira
49821609000110,Brasileira
49849674000154,Cozinha regional
49854605000139,Brasileira | Italiana
49869528000190,Brasileira
49891841000125,Brasileira | Italiana
49912099000197,Brasileira
49935262000137,Brasileira
50024723000107,Brasileira
50036841000127,Brasileira
50049467000102,Brasileira
50069671000187,Brasileira
50071576000118,Brasileira
50083548000110,Brasileira
50107151000111,Chinesa | Japonesa
50113560000120,Americana | Brasileira | Cozinha regional
50125316000188,Brasileira
50129825000189,Brasileira | Árabe
50141152000182,Brasileira
50161315000199,Brasileira
50207996000189,Brasileira
50218933000128,Brasileira | Cozinha regional
50222053000125,Brasileira | Cozinha regional
50226006000150,Brasileira | Cozinha regional
50231883000119,Brasileira
50269753000175,Brasileira
50287159000107,Brasileira
50385648000100,Brasileira
50399889000108,Brasileira
50415370000168,Brasileira
50417309000150,Brasileira | Cozinha regional
50424635000194,Brasileira
50444746000162,Americana
50448071000120,Brasileira | Espanhola
50460734000121,Brasileira
50469752000174,Brasileira
50471575000160,Cozinha regional
50472243000109,Japonesa
50487091000100,Portuguesa
50509206000110,Brasileira
50517530000180,Brasileira
50532158000180,Brasileira
50579717000108,Cozinha regional
50621323000170,Brasileira
50683506000110,Cozinha regional
50727556000152,Brasileira
50733322000118,Japonesa
50733504000199,Italiana
50738271000117,Cozinha regional
50792000000140,Cozinha regional
50804401000172,Brasileira
50830558000172,Italiana
50830767000116,Brasileira | Cozinha regional
50833782000118,Brasileira | Portuguesa
50843891000116,Brasileira
50844906000160,Italiana | Portuguesa
50855905000111,Brasileira
50899268000185,Brasileira
50924617000171,Portuguesa
50946246000129,Cozinha regional
50949367000124,Brasileira
50956361000184,Brasileira | Cozinha regional
50956388000177,Brasileira | Cozinha regional
50956388000339,Brasileira
50966822000108,Brasileira | Cozinha regional
50982270000113,Brasileira
51013769000185,Americana | Brasileira | Mexicana
51067663000164,Americana | Brasileira
51079783000181,Brasileira | Francesa | Italiana
51092668000147,Brasileira
51094127000158,Brasileira
51103249000163,Portuguesa
51103925000107,Brasileira
51118684000161,Portuguesa | Árabe
51133714000109,Brasileira
51142901000159,Italiana
51151733000168,Brasileira
51163050000120,Francesa
51165687000156,Cozinha regional
51205066000159,Brasileira
51208128000186,Brasileira | Cozinha regional
51218579000102,Brasileira
51266696000133,Brasileira
51285200000179,Italiana
51354458000180,Brasileira
51381997000108,Cozinha regional
51383117000132,Cozinha regional
51393377000199,Brasileira
51400205000103,Italiana
51410263000100,Brasileira
51417059000110,Cozinha regional
51431776000105,Japonesa
51527081000113,Brasileira
51576859000184,Brasileira
51587010000106,Americana | Brasileira
51587252000108,Brasileira
51601590000149,Brasileira | Francesa
51605489000166,Japonesa
51621075000120,Cozinha regional
51636498000114,Brasileira | Italiana
51652083000134,Brasileira
51665930000103,Japonesa
51699554000160,Brasileira
51715781000212,Brasileira | Francesa
51724310000190,Japonesa
51734324000194,Brasileira | Cozinha regional
51740192000103,Brasileira
51744522000139,Italiana
51751633000172,Brasileira | Cozinha regional
51773348000152,Brasileira | Indiana | Tailandesa
51794153000199,Brasileira | Cozinha regional
51813372000178,Alemã | Brasileira | Italiana
51845426000187,Portuguesa
51887848000115,Brasileira
51892533000166,Brasileira
51934426000234,Brasileira
51947411000120,Cozinha regional
51990842000179,Brasileira
51992441000158,Brasileira
52007396000100,Brasileira | Francesa | Italiana
52044192000131,Brasileira
52063498000135,Brasileira
52066926000183,Brasileira
52070718000158,Brasileira
52090199000190,Brasileira
52147226000113,Cozinha regional
52162780000170,Brasileira
52212154000140,Brasileira
52212844000108,Brasileira
52218117000140,Brasileira
52245878000190,Brasileira | Italiana | Portuguesa
52273478000199,Brasileira
52306432000129,Brasileira
52307431000107,Brasileira
52340051000166,Italiana
52347391000119,Brasileira
52360267000193,Brasileira
52428014000104,Brasileira
52433147000179,Brasileira
52440319000131,Brasileira
52469100000165,Brasileira | Cozinha regional | Francesa
