CNPJ,ESTABELECIMENTO
12361148000130,Cafeteria
12361254000114,Restaurante
12411791000121,Restaurante
12442108000113,Restaurante
12460506000162,Bar
12502642000178,Bar
12515137000168,Bar
12515578000160,Restaurante
12534863000128,Restaurante
12539237000124,Cafeteria
12547761000147,Restaurante
12566697000141,Similar
12569184000194,Restaurante
12569855000117,Restaurante
12572043000120,Restaurante
12577899000199,Restaurante
12586828000152,Restaurante
12587500000150,Restaurante
12588569000107,Restaurante
12614108000153,Restaurante
12614458000110,Restaurante
12615171000104,Restaurante
12616836000102,Restaurante
12620122000160,Similar
12626576000148,Restaurante
12642103000134,Bar
12662881000195,Similar
12663081000199,Restaurante
12672597000108,Restaurante
12689268000161,Restaurante
12689541000158,Restaurante
12695708000193,Similar
12706205000176,Similar
12722866000195,Restaurante
12740141000120,Restaurante
12750222000100,Restaurante
12762914000179,Cafeteria
12794907000159,Similar
12796543000146,Similar
12800361000100,Similar
12803795000155,Restaurante
12810281000127,Bar
12839418000176,Bar
12841354000148,Restaurante
12851860000118,Restaurante
12855393000102,Similar
12859994000185,Similar
12876175000146,Similar
12879918000131,Restaurante
12879918000212,Restaurante
12880172000186,Cafeteria
12890386000133,Restaurante
12916408000197,Restaurante
12916408000278,Restaurante
12916408000510,Restaurante
12916408000944,Restaurante
12916408001240,Restaurante
12916408001401,Restaurante
12916408001673,Restaurante
12916408002050,Restaurante
12916408002130,Restaurante
12928407000162,Restaurante
12933227000179,Similar
12940589000197,Restaurante
12946817000136,Restaurante
12953100000111,Restaurante
12964692000177,Restaurante
12966187000161,Bar
12971711000192,Cafeteria
12973664000116,Restaurante
12976113000106,Restaurante
12984836000157,Bar
12989654000179,Similar
12989789000134,Restaurante
12998171000130,Similar
13015997000103,Restaurante
13017545000152,Restaurante
13017545000586,Restaurante
13017545000900,Restaurante
13017545001124,Restaurante
13026677000140,Bar
13028024000109,Similar
13040056000111,Restaurante
13047677000127,Restaurante
13074302000156,Restaurante
13085906000106,Restaurante
13093915000130,Similar
13101508000128,Restaurante
13123121000172,Restaurante
13128753000129,Restaurante
13135399000160,Bar
13162625000100,Restaurante
13186873000182,Restaurante
13238667000179,Similar
13238839000104,Similar
13246672000123,Restaurante
13258621000111,Restaurante
13260968000107,Similar
13263134000147,Cafeteria
13263787000126,Similar
13265358000198,Bar
13309599000191,Bar
13312700000163,Restaurante
13332020000101,Restaurante
13340176000134,Restaurante
13353662000197,Similar
13374503000179,Similar
13379841000101,Similar
13393254000169,Restaurante
13408207000141,Restaurante
13408392000174,Restaurante
13411927000166,Bar
13413160000104,Restaurante
13413236000100,Bar
13425203000171,Restaurante
13435917000160,Bar
13441830000104,Restaurante
13445372000173,Restaurante
13447004000164,Restaurante
13450487000156,Bar
13464022000154,Similar
13467095000108,Restaurante
13467606000183,Restaurante
13482128000180,Restaurante
13493159000137,Restaurante
13493163000103,Restaurante
13507233000127,Cafeteria
13513424000100,Similar
13517054000170,Restaurante
13549682000138,Restaurante
13552404000130,Bar
13557058000182,Restaurante
13559338000120,Bar
13563012000176,Restaurante
13571626000108,Restaurante
13574594000196,Restaurante
13574594000277,Restaurante
13574594000358,Restaurante
13574594001400,Restaurante
13574594015975,Restaurante
13574594016009,Restaurante
13574594016190,Restaurante
13574594016270,Restaurante
13574594016351,Restaurante
13574594016432,Restaurante
13574594016602,Restaurante
13574594016785,Restaurante
13574594016866,Restaurante
13574594016947,Restaurante
13574594017080,Restaurante
13574594017161,Restaurante
13574594017242,Restaurante
13574594017323,Restaurante
13574594017404,Restaurante
13574594017595,Restaurante
13574594017676,Restaurante
13574594017757,Restaurante
13574594017919,Restaurante
13574594018214,Restaurante
13574594018303,Restaurante
13574594018486,Restaurante
13574594018567,Restaurante
13574594018648,Restaurante
13574594018729,Restaurante
13574594018990,Restaurante
13574594019024,Restaurante
13574594019105,Restaurante
13574594019296,Restaurante
13574594019377,Restaurante
13574594019458,Restaurante
13574594019539,Restaurante
13574594019610,Restaurante
13574594019709,Restaurante
13574594019881,Restaurante
13574594020111,Restaurante
13574594035577,Restaurante
13574594039130,Restaurante
13574594041704,Restaurante
13574594041895,Restaurante
13574594042352,Restaurante
13574594042603,Restaurante
13574594042786,Restaurante
13574594044215,Restaurante
13574594044304,Restaurante
13574594044800,Restaurante
13574594045297,Restaurante
13574594045610,Restaurante
13574594045700,Restaurante
13574594046005,Restaurante
13574594047400,Restaurante
13574594047664,Restaurante
13574594048040,Restaurante
13574594048393,Restaurante
13574594054954,Restaurante
13574594057899,Restaurante
13574594058780,Restaurante
13574594058860,Restaurante
13574594058941,Restaurante
13574594059166,Restaurante
13574594059409,Restaurante
13574594060172,Restaurante
13574594061730,Restaurante
13574594062205,Restaurante
13574594062388,Restaurante
13574594062469,Restaurante
13574594062540,Restaurante
13574594085400,Restaurante
13574594086058,Restaurante
13574594092961,Restaurante
13574594093500,Restaurante
13574594093690,Restaurante
13574594093771,Restaurante
13574594094409,Restaurante
13574594094662,Restaurante
13574594094743,Restaurante
13574594095120,Restaurante
13593986000100,Restaurante
13601484000176,Similar
13607044000126,Restaurante
13612324000122,Restaurante
13615726000180,Restaurante
13629767000126,Restaurante
13649449000127,Restaurante
13654858000111,Similar
13665883000109,Similar
13675544000103,Restaurante
13677578000129,Similar
13680778000130,Bar
13689422000168,Restaurante
13719756000137,Restaurante
13730040000130,Cafeteria
13736232000154,Restaurante
13739829000152,Restaurante
13758267000194,Restaurante
13776317000166,Similar
13783221002683,Restaurante
13783221004546,Restaurante
13783221005194,Restaurante
13783221008614,Restaurante
13783221011160,Restaurante
13783221012050,Restaurante
13783221017109,Restaurante
13783221019730,Restaurante
13783221020908,Restaurante
13783221021980,Restaurante
13783221024229,Restaurante
13783221025039,Restaurante
13783221025209,Restaurante
13783221025381,Restaurante
13783221026191,Restaurante
13783221026272,Restaurante
13783221026434,Restaurante
13783221026515,Restaurante
13783221027678,Restaurante
13786460000139,Restaurante
13786481000154,Similar
13787436000114,Restaurante
13787473000122,Restaurante
13795980000108,Restaurante
13810938000119,Restaurante
13820324000207,Restaurante
13823507000197,Similar
13874676000156,Similar
13963194000172,Restaurante
13964958000144,Restaurante
13990058000171,Restaurante
14001749000168,Restaurante
14011558000187,Restaurante
14015855000109,Restaurante
14016172000168,Restaurante
14017781000131,Similar
14034396000100,Restaurante
14063822000126,Restaurante
14089839000152,Bar
14108420000109,Cafeteria
14132446000184,Similar
14135597000196,Similar
14137036000126,Similar
14139367000103,Similar
14150631000100,Restaurante
14181650000195,Restaurante
14212040000101,Bar
14253767000137,Similar
14264483000146,Bar
14277705000327,Restaurante
14295199000137,Restaurante
14299379000197,Bar
14300729000198,Restaurante
14314724000114,Cafeteria
14327877000104,Restaurante
14331403000128,Restaurante
14353690000177,Similar
14363171000190,Restaurante
14364004000163,Restaurante
14394215000149,Restaurante
14394511000140,Cafeteria
14405592000136,Restaurante
14414977000160,Restaurante
14424365000158,Restaurante
14440470000180,Restaurante
14441566000163,Restaurante
14444720000150,Restaurante
14450425000107,Restaurante
14456174000178,Restaurante
14458125000174,Restaurante
14473869000168,Restaurante
14474090000167,Restaurante
14475328000179,Restaurante
14487436000161,Bar
14498532000105,Bar
14525538000124,Restaurante
14529429000185,Similar
14533730000162,Restaurante
14533742000197,Restaurante
14555240000167,Restaurante
14563655000182,Restaurante
14585321000100,Bar
14586692000106,Restaurante
14587817000112,Restaurante
14593879000137,Restaurante
14595223000153,Similar
14600004000115,Bar
14605670000146,Similar
14605670000227,Similar
14605670000499,Similar
14607679000196,Restaurante
14614644000184,Restaurante
14626100000132,Restaurante
14630787000180,Restaurante
14660169000182,Cafeteria
14669863000160,Restaurante
14674512000148,Similar
14680324000122,Bar
14684063000119,Similar
14702470000101,Restaurante
14707365000165,Restaurante
14709187000101,Similar
14723467000174,Similar
14731992000131,Restaurante
14737196000106,Restaurante
14742547000177,Similar
14743981000171,Restaurante
14761020000190,Similar
14766051000133,Cafeteria
14801832000111,Restaurante
14813313000173,Restaurante
14815425000163,Restaurante
14836132000162,Restaurante
14838157000103,Similar
14893290000154,Bar
14897010000186,Bar
14897027000133,Restaurante
14897414000170,Restaurante
14927178000197,Bar
14931971000160,Cafeteria
14947513000119,Restaurante
14947603000100,Similar
14957003000122,Restaurante
14966224000167,Similar
14971133000110,Restaurante
14975728000143,Restaurante
15009088000180,Restaurante
15011355000153,Restaurante
15019885000148,Similar
15040699000190,Similar
15045903000166,Restaurante
15074463000175,Restaurante
15087705000165,Similar
15100018000132,Similar
15106639000123,Restaurante
15106655000116,Restaurante
15107732000152,Similar
15126236000146,Restaurante
15137527000130,Similar
15150184000143,Similar
15170636000159,Cafeteria
15171849000103,Bar
15213065000192,Similar
15217941000159,Restaurante
15230478000185,Restaurante
15233113000104,Restaurante
15247458000117,Restaurante
15252658000168,Similar
15269034000153,Restaurante
15290215000161,Restaurante
15315449000116,Restaurante
15332308000101,Restaurante
15343988000169,Restaurante
15344714000194,Restaurante
15344714000518,Restaurante
15344714000780,Restaurante
15344714001085,Restaurante
15344714001166,Restaurante
15344714001247,Restaurante
15344714001328,Restaurante
15344714001832,Restaurante
15347311000107,Similar
15354465000118,Similar
15357550000130,Restaurante
15358731000180,Restaurante
15369132000162,Bar
15369773000117,Similar
15372187000121,Similar
15383511000107,Restaurante
15403459000103,Restaurante
15409240000111,Similar
15411844000100,Restaurante
15418479000158,Restaurante
15419027000190,Bar
15427084000111,Similar
15431048000121,Restaurante
15459259000172,Similar
15459727000109,Restaurante
15469609000181,Bar
15481429000115,Cafeteria
15578474000192,Restaurante
15580322000124,Restaurante
15592619000100,Restaurante
15630729000119,Restaurante
15631246000139,Restaurante
15646705000158,Restaurante
15678872000180,Restaurante
15697760000177,Restaurante
15700086000132,Restaurante
15708707000124,Similar
15714689000193,Similar
15737831000118,Restaurante
15745190000143,Restaurante
15747634000180,Restaurante
15760237000148,Restaurante
15776510000122,Restaurante
15778124000170,Restaurante
15787431000117,Restaurante
15827178000188,Similar
15840616000148,Cafeteria
15840734000156,Bar
15868628000180,Bar
16063984000190,Restaurante
16096437000100,Restaurante
16098862000139,Bar
16106127000120,Restaurante
16106127000200,Restaurante
16365366000102,Restaurante
16369908000107,Restaurante
16464569000148,Restaurante
16491407000107,Restaurante
16492994000140,Restaurante
16500293000106,Restaurante
16530637000120,Bar
16582370000114,Restaurante
16587825000194,Restaurante
16601847000161,Restaurante
16625091000190,Similar
16634708000134,Cafeteria
16636214000199,Similar
16652454000187,Restaurante
16671469000192,Bar
16675588000113,Restaurante
16695129000100,Similar
16718104000176,Restaurante
16724980000105,Restaurante
16734652000190,Restaurante
16734822000136,Restaurante
16743964000160,Cafeteria
16757518000104,Similar
16762021000184,Restaurante
16771531000118,Restaurante
16803469000107,Similar
16823662000100,Restaurante
16828961000129,Restaurante
16838024000154,Restaurante
16849125000120,Restaurante
16853125000102,Restaurante
16875038000148,Restaurante
16879633000151,Restaurante
16925934000174,Restaurante
16940101000182,Similar
16956667000100,Restaurante
16964224000153,Restaurante
16978601000103,Restaurante
16980015000101,Restaurante
16982859000183,Cafeteria
17001235000281,Similar
17014411000139,Restaurante
17017843000101,Restaurante
17026981000149,Similar
17028300000181,Cafeteria
17052956000130,Restaurante
17064935000134,Similar
17092064000162,Restaurante
17106989000115,Restaurante
17116718000140,Restaurante
17119577000110,Cafeteria
17126111000141,Bar
17126260000100,Similar
17143548000193,Restaurante
17188469000107,Cafeteria
17198273000195,Similar
17206909000101,Restaurante
17209695000119,Restaurante
17212081000196,Restaurante
17213098000168,Restaurante
17213344000181,Bar
17217599000112,Restaurante
17219421000100,Restaurante
17236880000100,Bar
17242852000198,Restaurante
17246738000136,Restaurante
17246748000171,Restaurante
17250558000128,Bar
17259309000101,Restaurante
17287526000105,Cafeteria
17289518000190,Cafeteria
17304118000106,Restaurante
17307724000185,Restaurante
17313085000160,Restaurante
17317745000181,Restaurante
17328593000112,Restaurante
17331334000140,Similar
17335169000103,Restaurante
17344596000140,Restaurante
17362728000166,Restaurante
17382432000107,Similar
17387591000102,Restaurante
17389659000184,Restaurante
17405789000163,Restaurante
17415014000179,Restaurante
17426213000182,Similar
17434209000166,Restaurante
17448062000163,Bar
17448320000101,Cafeteria
17464858000100,Restaurante
17473492000135,Restaurante
17491304000100,Restaurante
17497356000185,Similar
17540722000131,Restaurante
17552681000101,Similar
17555508000159,Restaurante
17558611000152,Similar
17582223000107,Restaurante
17582562000193,Restaurante
17589158000141,Restaurante
17590447000160,Restaurante
17618383000169,Similar
17618642000151,Restaurante
17627061000186,Restaurante
17627952000132,Bar
17627952000302,Bar
17635592000110,Restaurante
17642615000114,Restaurante
17647808000168,Restaurante
17657355000150,Bar
17666466000123,Bar
17669902000118,Similar
17674499000115,Cafeteria
17693048000125,Restaurante
17713354000186,Restaurante
17713432000142,Restaurante
17736764000142,Restaurante
17737100000106,Cafeteria
17745500000155,Restaurante
17780386000102,Bar
17784575000145,Cafeteria
17792216000130,Restaurante
17796506000151,Restaurante
17820256000148,Cafeteria
17820256000903,Cafeteria
17823415000168,Bar
17832668000106,Cafeteria
17852006000190,Restaurante
17857725000101,Bar
17866800000192,Similar
17868739000112,Restaurante
17888291000107,Bar
17895553000152,Restaurante
17895636000141,Restaurante
17896052000190,Similar
17908150000109,Restaurante
17910880000136,Restaurante
17926425000129,Restaurante
17940829000177,Bar
17950308000109,Cafeteria
17951758000108,Bar
17976139000178,Restaurante
17976376000139,Restaurante
17980281000199,Similar
17980310000112,Restaurante
17984390000184,Restaurante
17984612000169,Similar
18001664000130,Restaurante
18003835000160,Restaurante
18010296000197,Restaurante
18018780000162,Restaurante
18033970000159,Restaurante
18038590000107,Restaurante
18038605000137,Restaurante
18038960000106,Restaurante
18059791000190,Bar
18070105000182,Similar
18085700000191,Restaurante
18087500000178,Similar
18089817000143,Restaurante
18100413000103,Bar
18124854000145,Similar
18148533000180,Restaurante
18161071000131,Restaurante
18175986000104,Restaurante
18177255000190,Similar
18191735000105,Restaurante
18192201000101,Restaurante
18194607000115,Restaurante
18205212000170,Restaurante
18208486000113,Restaurante
18213896000152,Similar
18214209000113,Cafeteria
18214330000145,Bar
18223139000160,Restaurante
18233612000190,Similar
18233725000195,Restaurante
18234141000134,Restaurante
18242595000157,Restaurante
18251351000130,Restaurante
18251985000193,Restaurante
18274230000104,Restaurante
18325825000141,Restaurante
18327235000158,Restaurante
18341950000145,Restaurante
18345075000170,Similar
18345179000184,Restaurante
18353533000112,Restaurante
18357826000178,Restaurante
18358388000162,Similar
18366947000186,Restaurante
18368149000193,Restaurante
18369956000120,Restaurante
18385532000150,Similar
18386693000168,Similar
18424772000116,Restaurante
18444709000141,Restaurante
18452244000170,Similar
18457224000192,Similar
18457675000120,Restaurante
18477499000198,Restaurante
18487086000194,Restaurante
18494825000175,Restaurante
18514252000102,Bar
18514698000129,Restaurante
18514698000200,Restaurante
18517372000155,Restaurante
18540319000175,Restaurante
18543282000139,Restaurante
18563042000104,Restaurante
18568560000102,Restaurante
18594196000155,Similar
18596004000140,Similar
18599293000130,Restaurante
18607950000144,Cafeteria
18615253000135,Similar
18617791000169,Restaurante
18635940000112,Bar
18642166000177,Restaurante
18658921000101,Similar
18672401000153,Restaurante
18676493000140,Restaurante
18685816000161,Bar
18688562000135,Restaurante
18695372000145,Restaurante
18711201000162,Restaurante
18712185000122,Restaurante
18750659000120,Restaurante
18761633000188,Restaurante
18776684000183,Restaurante
18777152000160,Similar
18780081000155,Restaurante
18794667000179,Similar
18795569000156,Cafeteria
18799840000121,Restaurante
18804669000100,Restaurante
18809710000122,Restaurante
18810974000104,Restaurante
18810993000122,Restaurante
18814999000178,Similar
18818122000155,Restaurante
18818446000193,Restaurante
18820120000109,Restaurante
18834461000125,Cafeteria
18839514000109,Cafeteria
18839536000160,Bar
18863053000100,Cafeteria
18863920000107,Restaurante
18865545000126,Restaurante
18869111000102,Restaurante
18891822000175,Similar
18912186000110,Restaurante
18918046000150,Restaurante
18922787000104,Restaurante
18930188000132,Restaurante
18934872000192,Similar
18938591000108,Similar
18974950000182,Restaurante
18977097000152,Bar
18977311000170,Similar
18986813000168,Cafeteria
18996162000197,Bar
19018163000120,Bar
19019050000149,Similar
19019912000133,Restaurante
19020099000111,Similar
19036041000166,Restaurante
19040683000139,Cafeteria
19054644000190,Restaurante
19055922000124,Restaurante
19063414000198,Restaurante
19069850000174,Bar
19079626000163,Restaurante
19083125000150,Restaurante
19086381000100,Similar
19088003000157,Cafeteria
19091266000115,Restaurante
19091274000161,Restaurante
19092026000135,Restaurante
19100200000144,Restaurante
19111059000185,Restaurante
19125101000117,Cafeteria
19133536000103,Restaurante
19146641000187,Restaurante
19156367000127,Cafeteria
19156423000123,Similar
19163821000177,Bar
19164899000106,Cafeteria
19164899000297,Cafeteria
19164899000459,Cafeteria
19164899000700,Cafeteria
19164899000882,Cafeteria
19164899001005,Cafeteria
19164899001188,Cafeteria
19173473000119,Restaurante
19173473000380,Restaurante
19174742000161,Restaurante
19182309000178,Restaurante
19189946000176,Similar
19190625000191,Similar
19198890000116,Restaurante
19205370000193,Restaurante
19213127000389,Restaurante
19213127000460,Restaurante
19213127000540,Restaurante
19233199000126,Cafeteria
19246851000147,Restaurante
19252529000120,Restaurante
19262997000186,Restaurante
19264224000139,Restaurante
19283987000127,Restaurante
19307711000131,Restaurante
19314619000107,Bar
19327927000169,Restaurante
19335712000190,Bar
19360605000111,Restaurante
19362135000125,Similar
19393033000177,Similar
19410173000106,Bar
19410603000190,Similar
19413099000181,Restaurante
19417130000152,Restaurante
19420396000154,Similar
19420396000235,Similar
19447816000196,Restaurante
19452022000110,Cafeteria
19487066000186,Restaurante
19492485000106,Restaurante
19501653000182,Restaurante
19535949000114,Restaurante
19551916000168,Bar
19557898000121,Restaurante
19590547000112,Restaurante
19604878000164,Restaurante
19616686000178,Similar
19618721000198,Restaurante
19627706000106,Restaurante
19629576000140,Restaurante
19634640000181,Restaurante
19635395000127,Restaurante
19638898000156,Similar
19657696000151,Bar
19671349000183,Restaurante
19672791000124,Similar
19675521000177,Restaurante
19708358000100,Similar
19723682000199,Restaurante
19726727000189,Restaurante
19748734000181,Similar
19756264000106,Similar
19769248000140,Restaurante
19781743000174,Cafeteria
19800089000107,Restaurante
19811846000130,Bar
19819910000129,Restaurante
19821777000145,Similar
19827680000140,Restaurante
19831223000129,Bar
19835194000173,Similar
19836933000141,Restaurante
19857944000108,Similar
19859870000491,Cafeteria
19864853000108,Restaurante
19876591000193,Restaurante
19877008000169,Restaurante
19907199000164,Restaurante
19907199000245,Restaurante
19908867000178,Similar
19912475000182,Restaurante
19929123000130,Bar
19941089000119,Bar
19941351000125,Restaurante
19945852000180,Bar
19958513000138,Restaurante
19965674000159,Cafeteria
19965674000310,Cafeteria
19965674000744,Cafeteria
19965674000906,Cafeteria
19965674001805,Cafeteria
19965674001988,Cafeteria
19965674002011,Cafeteria
19965674002283,Cafeteria
19965674002364,Cafeteria
19965674002445,Cafeteria
19965674002526,Cafeteria
19965674002607,Cafeteria
19965674002798,Cafeteria
19965674002879,Cafeteria
19965674002950,Cafeteria
19972001000126,Restaurante
19974181000185,Bar
19991443000110,Restaurante
19996242000105,Restaurante
19999878000100,Bar
20004024000126,Similar
20033441000105,Bar
20034824000190,Restaurante
20038339000194,Restaurante
20043176000138,Restaurante
20044524000191,Restaurante
20058922000167,Restaurante
20089373000198,Similar
20090564000170,Restaurante
20092766000150,Restaurante
20098213000105,Restaurante
20153381000156,Restaurante
20153424000101,Restaurante
20165620000198,Restaurante
20181554000140,Restaurante
20190535000180,Restaurante
20203917000109,Restaurante
20218518000103,Restaurante
20218957000116,Restaurante
20231174000172,Restaurante
20247310000112,Similar
20255276000128,Restaurante
20256603000166,Restaurante
20261967000134,Restaurante
20293578000190,Bar
20307984000165,Restaurante
20326970000199,Restaurante
20330087000172,Restaurante
20358121000117,Restaurante
20360432000110,Restaurante
20363773000140,Restaurante
20363815000142,Restaurante
20367766000116,Bar
20370978000152,Restaurante
20379168000167,Cafeteria
20395052000111,Similar
20413405000169,Restaurante
20414671000106,Restaurante
20418705000130,Restaurante
20419723000137,Bar
20437524000151,Similar
20439002000199,Similar
20452277000162,Restaurante
20452418000147,Restaurante
20503994000176,Restaurante
20528017000123,Restaurante
20549364000132,Restaurante
20550548000112,Restaurante
20554815000120,Restaurante
20558277000141,Restaurante
20585507000161,Restaurante
20588155000106,Restaurante
20595028000126,Restaurante
20595433000144,Similar
20597010000163,Restaurante
20600783000151,Similar
20606413000121,Cafeteria
20616700000112,Similar
20628364000128,Restaurante
20649008000190,Restaurante
20672790000169,Restaurante
20699501000115,Restaurante
20714901000152,Cafeteria
20736841000179,Similar
20749080000190,Restaurante
20753602000127,Similar
20763631000170,Cafeteria
20766757000106,Similar
20766757000289,Similar
20768646000120,Restaurante
20768900000190,Restaurante
20774275000190,Restaurante
20795259000183,Similar
20824400000129,Similar
20829572000195,Similar
20835680000170,Restaurante
20835896000136,Restaurante
20847467000189,Similar
20856642000102,Restaurante
20857994000174,Restaurante
20880588000122,Restaurante
20887153000100,Restaurante
20889753000107,Bar
20912151000123,Restaurante
20913980000120,Bar
20922987000109,Restaurante
20926426000269,Restaurante
20926426000340,Restaurante
20926426000420,Restaurante
20926426000501,Restaurante
20926426000692,Restaurante
20926426000773,Restaurante
20926426000854,Restaurante
20926426000935,Restaurante
20926426001150,Restaurante
20926426001230,Restaurante
20928816000197,Restaurante
20934696000211,Bar
20943865000107,Similar
20959175000138,Restaurante
20970376000136,Restaurante
20980378000106,Restaurante
20981185000170,Restaurante
20985589000131,Restaurante
20987118000162,Similar
21007410000134,Similar
21010944000110,Restaurante
21011303000180,Restaurante
21018142000156,Cafeteria
21032808000120,Restaurante
21049844000105,Restaurante
21049966000193,Similar
21051673000140,Restaurante
21051673000302,Restaurante
21053028000167,Restaurante
21056340000104,Cafeteria
21062348000183,Restaurante
21080313000177,Restaurante
21082753000163,Cafeteria
21083006000140,Cafeteria
21087917000145,Restaurante
21089100000106,Restaurante
21091688000132,Similar
21094041000164,Similar
21103136000105,Bar
21111245000166,Restaurante
21117831000118,Restaurante
21120470000169,Restaurante
21124305000185,Similar
21130972000170,Similar
21143619000125,Restaurante
21160944000104,Restaurante
21162773000144,Restaurante
21165243000150,Bar
21168704000148,Bar
21168999000152,Restaurante
21169462000298,Restaurante
21172220000172,Restaurante
21183349000186,Restaurante
21187481000166,Restaurante
21200024000164,Similar
21203689000121,Restaurante
21215366000158,Restaurante
21223307000121,Restaurante
21226305000196,Restaurante
21233512000178,Similar
21234143000138,Restaurante
21238551000168,Bar
21241859000162,Restaurante
21242999000155,Restaurante
21247987000113,Cafeteria
21250710000140,Restaurante
21262645000172,Restaurante
21264458000128,Bar
21271651000196,Restaurante
21280414000191,Restaurante
21280498000163,Restaurante
21280498000244,Restaurante
21288040000150,Restaurante
21294859000120,Similar
21304488000110,Restaurante
21305852000167,Restaurante
21307776000129,Bar
21310553000110,Restaurante
21319786000184,Bar
21321046000182,Restaurante
21323334000176,Restaurante
21331683000130,Restaurante
21347505000105,Restaurante
21356253000172,Similar
21357459000117,Restaurante
21367304000161,Similar
21379850000112,Bar
21382740000100,Similar
21391513000140,Similar
21424088000149,Restaurante
21430349000133,Restaurante
21433278000122,Restaurante
21439996000106,Restaurante
21452453000129,Restaurante
21472637000150,Bar
21474187000135,Restaurante
21478842000123,Restaurante
21481461000101,Restaurante
21487484000115,Restaurante
21489392000174,Restaurante
21490199000153,Restaurante
21508757000160,Restaurante
21510154000101,Restaurante
21527816000229,Similar
21529575000176,Cafeteria
21541903000150,Restaurante
21549947000126,Similar
21552084000146,Bar
21560586000119,Restaurante
21568806000401,Similar
21568806000584,Similar
21574170000150,Restaurante
21580724000121,Bar
21584098000141,Restaurante
21587866000110,Restaurante
21590921000121,Cafeteria
21595361000106,Similar
21601026000165,Restaurante
21609121000105,Restaurante
21612631000131,Restaurante
21626892000100,Restaurante
21629796000116,Similar
21651416000140,Restaurante
21660612000180,Similar
21669758000197,Restaurante
21681402000179,Bar
21682187000120,Restaurante
21684723000127,Similar
21689267000108,Restaurante
21691321000150,Restaurante
21692265000178,Similar
21692265000259,Similar
21692265000330,Cafeteria
21692265000410,Cafeteria
21692265000500,Similar
21692265000682,Cafeteria
21706358000104,Restaurante
21710001000108,Similar
21726268000185,Similar
21739679000105,Similar
21759812000195,Restaurante
21766099000107,Similar
21768427000104,Restaurante
21775584000147,Restaurante
21798213000180,Bar
21813535000151,Bar
21818945000195,Cafeteria
21829943000100,Similar
21846945000107,Restaurante
21866185000191,Similar
21878386000109,Restaurante
21880057000100,Restaurante
21897211000149,Restaurante
21897632000170,Similar
21948202000130,Restaurante
21951830000174,Restaurante
21962710000172,Similar
21963478000197,Restaurante
21977421000147,Cafeteria
21986063000139,Restaurante
21996319000199,Restaurante
22001918000198,Cafeteria
22004348000190,Bar
22009612000188,Restaurante
22023056000102,Similar
22026750000175,Restaurante
22027085000134,Bar
22043273000156,Similar
22043387000104,Restaurante
22063899000124,Similar
22076321000102,Restaurante
22085552000182,Bar
22102229000170,Bar
22114186000142,Restaurante
22114296000104,Restaurante
22124736000295,Restaurante
22128499000150,Restaurante
22133905000172,Restaurante
22141035000183,Restaurante
22143008000140,Restaurante
22149194000124,Cafeteria
22165445000164,Similar
22166227000144,Restaurante
22182974000176,Cafeteria
22193180000108,Restaurante
22206104000190,Restaurante
22217212000168,Restaurante
22223962000142,Restaurante
22230350000187,Restaurante
22255328000191,Similar
22263434000117,Bar
22292227000190,Bar
22298314000155,Similar
22331543000124,Restaurante
22332149000100,Bar
22334492000194,Bar
22341654000111,Restaurante
22345251000140,Restaurante
22346045000155,Restaurante
22365768000100,Restaurante
22392159000131,Restaurante
22401981000111,Restaurante
22416947000110,Restaurante
22423366000106,Restaurante
22431002000178,Restaurante
22443265000105,Restaurante
22450286000140,Restaurante
22464777000140,Cafeteria
22477006000197,Restaurante
22478661000160,Similar
22479220000182,Bar
22483101000101,Similar
22503895000110,Similar
22515484000144,Bar
22532971000115,Restaurante
22534870000183,Restaurante
22538054000148,Restaurante
22539575000110,Similar
22547572000128,Similar
22548233000166,Restaurante
22549090000107,Restaurante
22555875000192,Restaurante
22561972000198,Restaurante
22574508000136,Restaurante
22580056000103,Restaurante
22580969000111,Restaurante
22587187000104,Restaurante
22591320000104,Restaurante
22614557000155,Restaurante
22631333000151,Similar
22638940000143,Bar
22642239000106,Bar
22644798000147,Restaurante
22659165000102,Restaurante
22659181000103,Bar
22666769000186,Restaurante
22686991000140,Restaurante
22692551000104,Bar
22711829000135,Restaurante
22717494000162,Similar
22718729000130,Cafeteria
22719035000118,Restaurante
22725617000107,Restaurante
22727141000143,Restaurante
22728650000190,Similar
22728800000166,Restaurante
22730259000120,Restaurante
22742832000116,Similar
22747937000168,Restaurante
22749835001900,Restaurante
22749835002125,Restaurante
22749835002397,Restaurante
22749835004098,Restaurante
22749835004179,Restaurante
22749835005140,Restaurante
22749835005493,Restaurante
22749835006384,Restaurante
22749835008085,Restaurante
22749835010063,Restaurante
22749835010810,Restaurante
22749835011388,Restaurante
22749835011892,Restaurante
22749835012600,Restaurante
22749835013160,Restaurante
22749835014131,Restaurante
22749835014565,Restaurante
22749835015103,Restaurante
22749835015618,Restaurante
22749835015880,Restaurante
22749835017661,Restaurante
22749835020379,Restaurante
22749835021006,Restaurante
22749835024366,Restaurante
22749835024790,Restaurante
22749835025761,Restaurante
22749835028353,Restaurante
22749835028434,Restaurante
22763092000102,Similar
22767303000177,Restaurante
22801577000135,Restaurante
22810624000107,Bar
22810706000151,Restaurante
22811275000148,Similar
22816484000265,Bar
22820125000109,Restaurante
22825032000169,Restaurante
22826815000167,Restaurante
22829210000120,Restaurante
22849518000137,Bar
