CNPJ,ESTABELECIMENTO
5831629000105,Restaurante
5832716000179,Restaurante
5834355000108,Restaurante
5836141000162,Cafeteria
5840900000160,Bar
5840900000241,Restaurante
5842138000151,Restaurante
5857549000200,Restaurante
5859718000151,Restaurante
5859912000137,Restaurante
5870849000130,Similar
5872528000174,Restaurante
5872662000175,Restaurante
5872836000108,Restaurante
5874231000148,Bar
5874499000180,Similar
5876992000139,Restaurante
5882045000150,Similar
5886165000126,Similar
5886337000161,Restaurante
5886629000102,Restaurante
5891660000123,Cafeteria
5893835000131,Cafeteria
5894185000149,Similar
5896017000192,Restaurante
5898141000197,Restaurante
5898141000278,Restaurante
5898706000136,Bar
5899177000195,Restaurante
5902529000114,Restaurante
5902628000104,Restaurante
5902628000368,Restaurante
5903886000105,Restaurante
5904043000115,Restaurante
5904097000180,Restaurante
5904521000197,Restaurante
5910352000106,Restaurante
5911712000186,Similar
5916217000160,Restaurante
5918402000193,Restaurante
5919761000165,Restaurante
5919982000133,Cafeteria
5923405000115,Restaurante
5924325000184,Restaurante
5926573000164,Restaurante
5928377000129,Restaurante
5932160002217,Restaurante
5932160002306,Restaurante
5935292000178,Bar
5935670000113,Restaurante
5935892000136,Restaurante
5937166000152,Similar
5938950000185,Restaurante
5940410000136,Similar
5940792000106,Restaurante
5941290000191,Restaurante
5942692000100,Restaurante
5943174000101,Similar
5946067000137,Restaurante
5951624000108,Restaurante
5951758000129,Restaurante
5953099000160,Restaurante
5956745000142,Similar
5956940000172,Restaurante
5956940000253,Restaurante
5956940000334,Restaurante
5958391000175,Restaurante
5962814000120,Restaurante
5964360000127,Similar
5972578000123,Restaurante
5972614000159,Restaurante
5973301000115,Restaurante
5974535000187,Cafeteria
5975443000111,Restaurante
5975841000138,Bar
5977565000147,Restaurante
5978316000176,Restaurante
5978349000116,Restaurante
5978403000123,Similar
5978683000170,Restaurante
5980564000151,Restaurante
5983040000114,Restaurante
5984096000193,Restaurante
5989261000108,Restaurante
5991972000109,Restaurante
5993519000131,Restaurante
5994622000368,Restaurante
5995412000122,Restaurante
5995425000100,Restaurante
5998379000194,Restaurante
6000193000167,Restaurante
6001970000198,Restaurante
6002765000147,Similar
6010210000147,Restaurante
6011782000140,Restaurante
6012399000107,Similar
6012706000150,Restaurante
6012706000230,Restaurante
6014605000118,Restaurante
6018421000126,Restaurante
6019670000136,Similar
6020233000132,Restaurante
6022237000150,Restaurante
6026205000122,Similar
6034506000106,Restaurante
6035705000120,Restaurante
6036746000131,Restaurante
6039775000157,Restaurante
6040290000183,Restaurante
6040395000132,Similar
6045268000126,Restaurante
6049922000170,Restaurante
6051637000193,Restaurante
6056480000199,Restaurante
6056480000270,Restaurante
6056480000350,Restaurante
6056930000143,Restaurante
6058794000120,Similar
6060147000153,Restaurante
6061283000168,Restaurante
6061283000249,Restaurante
6064637000128,Restaurante
6068156000190,Restaurante
6073067000132,Cafeteria
6073234000145,Restaurante
6075696000100,Restaurante
6076072000107,Restaurante
6078435000135,Restaurante
6082775000130,Restaurante
6083088000309,Bar
6083768000152,Restaurante
6084407000120,Similar
6087721000167,Bar
6088658000183,Cafeteria
6090894000134,Restaurante
6093295000174,Restaurante
6097230000105,Cafeteria
6098111000169,Restaurante
6098450000145,Restaurante
6098450000498,Restaurante
6102471000197,Cafeteria
6103323000197,Restaurante
6109609000180,Restaurante
6110197000106,Restaurante
6110748000123,Restaurante
6111354000190,Restaurante
6111626000151,Restaurante
6112968000196,Restaurante
6114129000107,Similar
6115774000144,Restaurante
6119547000197,Restaurante
6119764000187,Restaurante
6121052000100,Similar
6121755000120,Restaurante
6123006000132,Restaurante
6126275000152,Bar
6132456000191,Restaurante
6136765000130,Restaurante
6137270000125,Restaurante
6138155000175,Restaurante
6139033000101,Restaurante
6140876000110,Restaurante
6140876000705,Restaurante
6152015000232,Restaurante
6152015000313,Restaurante
6152015000402,Restaurante
6152015000585,Restaurante
6152015000747,Restaurante
6152015000828,Restaurante
6152015000909,Restaurante
6152015001042,Restaurante
6152015001123,Restaurante
6152015001204,Restaurante
6152015001395,Restaurante
6152015001476,Restaurante
6152229000128,Restaurante
6154738000190,Restaurante
6155064000148,Restaurante
6156447000130,Restaurante
6160472000198,Restaurante
6160756000184,Bar
6162451000101,Bar
6162683000160,Restaurante
6168511000101,Restaurante
6168905000151,Similar
6169681000100,Restaurante
6170491000103,Restaurante
6172269000131,Restaurante
6179940000176,Restaurante
6191455000118,Similar
6191898000109,Restaurante
6192582000131,Restaurante
6194224000168,Restaurante
6195292000141,Restaurante
6195660000151,Cafeteria
6196289000142,Cafeteria
6197231000113,Restaurante
6197381000127,Restaurante
6197918000159,Restaurante
6200593000116,Restaurante
6203800000196,Restaurante
6204858000154,Similar
6205661000130,Restaurante
6205721000114,Cafeteria
6206477000104,Similar
6209799000107,Restaurante
6211721000127,Similar
6214979000187,Cafeteria
6216867000165,Similar
6218148000183,Restaurante
6218419000109,Restaurante
6229356000188,Cafeteria
6230010000108,Bar
6232527000128,Restaurante
6232670000110,Restaurante
6235514002318,Cafeteria
6237471000102,Restaurante
6239604000171,Restaurante
6243936000120,Restaurante
6248467000131,Restaurante
6251741000121,Similar
6258249000188,Restaurante
6259305000107,Restaurante
6259317000123,Restaurante
6259629000137,Restaurante
6262403000195,Restaurante
6264251000160,Restaurante
6265376000104,Restaurante
6266111000120,Similar
6266117000106,Restaurante
6267469000178,Similar
6267672000144,Restaurante
6268543000170,Restaurante
6272845000112,Restaurante
6273212000129,Cafeteria
6273488000107,Restaurante
6274212000143,Restaurante
6276203000191,Restaurante
6276203000272,Restaurante
6276203000353,Restaurante
6276203000434,Restaurante
6276203000604,Restaurante
6276492000129,Restaurante
6278678000117,Restaurante
6281014000107,Restaurante
6281179000189,Similar
6283000000122,Restaurante
6286977000284,Restaurante
6287153000148,Restaurante
6287212000188,Similar
6287212000269,Similar
6288164000142,Restaurante
6289452000111,Restaurante
6296785000178,Restaurante
6297511000101,Restaurante
6307279000137,Restaurante
6309752000115,Restaurante
6313938000148,Restaurante
6315377000116,Similar
6315401000117,Restaurante
6316999000169,Restaurante
6317436000195,Bar
6317735000120,Restaurante
6317823000121,Restaurante
6318626000127,Restaurante
6321611000118,Restaurante
6321931000178,Restaurante
6322687000168,Restaurante
6328860000135,Similar
6331112000101,Restaurante
6333508000198,Restaurante
6334545000110,Bar
6334665000118,Restaurante
6334901000104,Restaurante
6335698000182,Restaurante
6337514000113,Similar
6339834000102,Restaurante
6341113000137,Restaurante
6342178000105,Restaurante
6344016000106,Similar
6354512000132,Restaurante
6355183000144,Restaurante
6369559000170,Restaurante
6371928000169,Restaurante
6372996000142,Similar
6538074000162,Restaurante
6538499000171,Restaurante
6540600000129,Restaurante
6698870000162,Restaurante
6776853000104,Restaurante
6825899000168,Restaurante
6856008000130,Restaurante
6859452000100,Restaurante
6859452000290,Restaurante
6859452000371,Restaurante
6859452000452,Restaurante
6859452000886,Restaurante
6859452000967,Restaurante
6859452001009,Restaurante
6859452001181,Restaurante
6859452001262,Restaurante
6859452001343,Restaurante
6859452001424,Restaurante
6859452001505,Restaurante
6859452001696,Restaurante
6859452001858,Restaurante
6864502000147,Restaurante
6864852000103,Restaurante
6865156000111,Restaurante
6867210000168,Restaurante
6878264000129,Restaurante
6878269000151,Restaurante
6879476000120,Restaurante
6882218000101,Cafeteria
6885307000101,Restaurante
6887003000175,Similar
6889230000130,Restaurante
6889231000184,Restaurante
6894782002694,Similar
6905607000105,Restaurante
6910423000125,Bar
6911153000177,Similar
6913988000166,Similar
6919155000102,Cafeteria
6922754000185,Restaurante
6925916000139,Restaurante
6926204000134,Restaurante
6928652000177,Restaurante
6931587000139,Restaurante
6932523000152,Restaurante
6937234000146,Restaurante
6937459000100,Restaurante
6943085000128,Similar
6943576000179,Restaurante
6950409000155,Restaurante
6954324000145,Restaurante
6967691000183,Restaurante
6968790000180,Restaurante
6969969000151,Restaurante
6977812000178,Similar
6979179000157,Similar
6979313000110,Restaurante
6980178000122,Bar
6983687000109,Restaurante
6986267000186,Restaurante
6992266000144,Restaurante
6994905000100,Restaurante
6997352000140,Restaurante
6997719000125,Restaurante
7000255000101,Restaurante
7000590000100,Restaurante
7001665000169,Restaurante
7002005000100,Restaurante
7005642000122,Restaurante
7007536000188,Similar
7008911000104,Restaurante
7010140000190,Restaurante
7012394000147,Similar
7012926000146,Restaurante
7018074000102,Restaurante
7019277000105,Restaurante
7026737000122,Restaurante
7027837000173,Restaurante
7028185000191,Restaurante
7029693000194,Similar
7033512000101,Restaurante
7035982000104,Restaurante
7046301000103,Restaurante
7046982000100,Restaurante
7052682000125,Restaurante
7054995000112,Restaurante
7056370000190,Restaurante
7059593000100,Restaurante
7059735000130,Restaurante
7062594000104,Similar
7062652000108,Restaurante
7062816000199,Restaurante
7063295000194,Restaurante
7063295000275,Restaurante
7063295000437,Restaurante
7063295000518,Restaurante
7063295000607,Restaurante
7063295000780,Restaurante
7063295000860,Restaurante
7063295000941,Restaurante
7063355000179,Restaurante
7063355000250,Restaurante
7064995000101,Restaurante
7067327000120,Restaurante
7069951000166,Restaurante
7069951000247,Restaurante
7070200000160,Restaurante
7070389000190,Restaurante
7073624000188,Restaurante
7075390000108,Restaurante
7081915000118,Restaurante
7089342000179,Restaurante
7091866000102,Cafeteria
7098246000197,Restaurante
7100545000119,Restaurante
7100711000187,Similar
7102177000148,Restaurante
7102260000117,Restaurante
7103184000164,Similar
7108457000163,Restaurante
7109053000194,Restaurante
7112453000159,Similar
7112750000102,Restaurante
7114195000140,Restaurante
7116158000170,Similar
7116182000100,Restaurante
7119683000140,Restaurante
7120464000180,Restaurante
7121806000187,Restaurante
7127573000120,Restaurante
7129789000124,Restaurante
7132260000160,Restaurante
7132271000140,Similar
7132271000220,Similar
7132281000185,Bar
7134393000175,Bar
7136003000104,Similar
7136089000167,Restaurante
7137388000116,Restaurante
7139008000182,Restaurante
7150178000168,Restaurante
7150842000179,Restaurante
7156237000105,Bar
7159011000168,Restaurante
7160748000109,Cafeteria
7162115000121,Restaurante
7166657000172,Restaurante
7168422000110,Restaurante
7170981000164,Restaurante
7171529000117,Restaurante
7173309000122,Restaurante
7173309001528,Restaurante
7173309002761,Restaurante
7173309004462,Restaurante
7173309004543,Restaurante
7173309004977,Restaurante
7173309005000,Restaurante
7173309005191,Restaurante
7173309005272,Restaurante
7175435000116,Restaurante
7179454000110,Restaurante
7181559000104,Similar
7186716000174,Restaurante
7190202000192,Similar
7190809000172,Restaurante
7192144000136,Similar
7194485000140,Restaurante
7197455000198,Restaurante
7199745000170,Restaurante
7201070000157,Restaurante
7201370000136,Restaurante
7201376000103,Restaurante
7202223000180,Restaurante
7204744000177,Restaurante
7204744000339,Restaurante
7206171000110,Restaurante
7207195000194,Restaurante
7209387000130,Bar
7215219000157,Restaurante
7218199000178,Restaurante
7220252000175,Restaurante
7222954000198,Restaurante
7223152000100,Bar
7223275000133,Restaurante
7223275000214,Restaurante
7228334000166,Restaurante
7232455000181,Restaurante
7233432000191,Restaurante
7234262000160,Restaurante
7235842000171,Restaurante
7236949000215,Restaurante
7240255000170,Cafeteria
7240255000251,Cafeteria
7240255000332,Cafeteria
7240255000413,Cafeteria
7246053000136,Bar
7252308000173,Restaurante
7256473000101,Restaurante
7263167000194,Restaurante
7265140000130,Similar
7267896000119,Restaurante
7276897000120,Restaurante
7282181000135,Restaurante
7283860000129,Restaurante
7295702000199,Restaurante
7296412000160,Restaurante
7297721000154,Restaurante
7300859000165,Restaurante
7304610000128,Restaurante
7306364000143,Bar
7314906000120,Restaurante
7323194000105,Restaurante
7326151000183,Similar
7326369000138,Restaurante
7327335000168,Bar
7329036000162,Similar
7331832000130,Restaurante
7335418000107,Restaurante
7338081000183,Restaurante
7338081000426,Restaurante
7338584000159,Similar
7341742000120,Similar
7342541000147,Restaurante
7345819000130,Restaurante
7345819000300,Restaurante
7345819000482,Restaurante
7347011000191,Restaurante
7354973000178,Cafeteria
7355711000128,Restaurante
7356338000120,Similar
7358408000189,Restaurante
7361559000196,Restaurante
7361644000154,Bar
7362773000167,Restaurante
7365481000188,Restaurante
7365718000120,Cafeteria
7366227000102,Restaurante
7367541000100,Restaurante
7370826000191,Restaurante
7374350000167,Restaurante
7374355000190,Restaurante
7374967000182,Restaurante
7377791000112,Restaurante
7379962000142,Restaurante
7380775000189,Restaurante
7382364000122,Similar
7383079000126,Restaurante
7386124000104,Similar
7388206000180,Restaurante
7388848000189,Restaurante
7389765000104,Similar
7399455000170,Restaurante
7400644000116,Similar
7400953000196,Restaurante
7409343000153,Restaurante
7409740000125,Restaurante
7412651000138,Similar
7414629000127,Restaurante
7418796000146,Restaurante
7420639000175,Similar
7420794000191,Restaurante
7420794000515,Restaurante
7421607000194,Restaurante
7422919000112,Restaurante
7424223000125,Cafeteria
7425266000125,Restaurante
7426797000132,Restaurante
7429003000194,Restaurante
7432640000110,Restaurante
7434338000109,Restaurante
7434625000100,Restaurante
7441220000108,Restaurante
7441943000107,Restaurante
7443489000115,Restaurante
7449613000150,Restaurante
7451147000147,Restaurante
7455550000144,Restaurante
7456655000118,Similar
7459063000150,Restaurante
7462404000146,Restaurante
7462754000102,Similar
7465273000150,Restaurante
7465903000197,Restaurante
7465977000123,Restaurante
7466335000149,Restaurante
7479031000116,Restaurante
7481894000128,Restaurante
7482262000189,Restaurante
7483479000103,Restaurante
7484063000100,Restaurante
7489199000102,Similar
7489199000455,Cafeteria
7490711000130,Restaurante
7491828000139,Restaurante
7492631000114,Restaurante
7494281000125,Restaurante
7500070000158,Similar
7500834000105,Similar
7502085000155,Restaurante
7503305000165,Cafeteria
7503898000160,Restaurante
7504073000160,Similar
7504118000104,Cafeteria
7513810000190,Restaurante
7520569000127,Restaurante
7523104000120,Restaurante
7527746000105,Restaurante
7529185000175,Similar
7529582000147,Restaurante
7529755000127,Restaurante
7531622000195,Restaurante
7532927000111,Restaurante
7533246000259,Similar
7533246000330,Restaurante
7533246000410,Similar
7533246000500,Similar
7537073000166,Restaurante
7542450000155,Restaurante
7544468000196,Similar
7545472000179,Bar
7548066000160,Similar
7552624000160,Similar
7553442000104,Restaurante
7554559000102,Restaurante
7555342000117,Similar
7555401000157,Restaurante
7557878000171,Restaurante
7557878000252,Restaurante
7557878000414,Restaurante
7559872000133,Restaurante
7561666000320,Restaurante
7562367000148,Restaurante
7563248000100,Restaurante
7563923000109,Restaurante
7563970000144,Restaurante
7568844000182,Similar
7569517000145,Restaurante
7569803000100,Restaurante
7573994000184,Restaurante
7585156000120,Similar
7589579000119,Restaurante
7592981000152,Restaurante
7599661000124,Similar
7602947000111,Restaurante
7609911000160,Restaurante
7610729000129,Similar
7611402000171,Restaurante
7613204000147,Restaurante
7613248000177,Restaurante
7613365000130,Restaurante
7618533000180,Restaurante
7619511000135,Bar
7622686000100,Restaurante
7623340000118,Restaurante
7626775000116,Restaurante
7627044000195,Cafeteria
7627050000142,Restaurante
7627670000181,Restaurante
7631828000197,Restaurante
7631828000600,Similar
7631828000863,Similar
7631828000944,Similar
7632642000152,Restaurante
7635955000164,Restaurante
7635955000245,Restaurante
7635955000326,Similar
7635955000598,Similar
7639184000183,Restaurante
7640623000178,Restaurante
7641366000199,Restaurante
7641409000136,Restaurante
7644005000104,Cafeteria
7646270000113,Restaurante
7646333000131,Restaurante
7647047000190,Restaurante
7648385000147,Restaurante
7648867000105,Restaurante
7652075000104,Similar
7653616000100,Restaurante
7658893000106,Restaurante
7661953000140,Restaurante
7663085000137,Cafeteria
7664512000100,Restaurante
7669763000179,Bar
7670545000154,Bar
7671298000100,Restaurante
7671615000199,Restaurante
7671615000270,Restaurante
7671615000431,Restaurante
7675412000170,Similar
7677134000190,Restaurante
7678897000156,Restaurante
7682311000127,Restaurante
7686461000109,Restaurante
7686538000140,Restaurante
7687457000165,Similar
7687488000116,Restaurante
7687738000118,Restaurante
7688539000124,Restaurante
7690909000168,Cafeteria
7691039000141,Restaurante
7691208000143,Restaurante
7694626000194,Similar
7698018000158,Restaurante
7700117000127,Bar
7700249000159,Restaurante
7702345000136,Restaurante
7703311000166,Restaurante
7705284000160,Restaurante
7714367000116,Similar
7714671000163,Restaurante
7716073000123,Restaurante
7716237000112,Restaurante
7720107000153,Restaurante
7720753000110,Restaurante
7725018000108,Restaurante
7725657000165,Restaurante
7728245000189,Similar
7737456000188,Restaurante
7739644000145,Restaurante
7740403000116,Restaurante
7740642000176,Restaurante
7746093000147,Restaurante
7746093000228,Restaurante
7747775000174,Restaurante
7747904000124,Restaurante
7749764000123,Restaurante
7752279000109,Restaurante
7752293000102,Restaurante
7755917000145,Restaurante
7757223000147,Bar
7758604000140,Restaurante
7758800000115,Restaurante
7760619000143,Restaurante
7761670000170,Restaurante
7761843000150,Restaurante
7762551000131,Restaurante
7765840000194,Restaurante
7768637000171,Restaurante
7769924000104,Restaurante
7773035000102,Similar
7777692000128,Restaurante
7779016000193,Similar
7780691000132,Restaurante
7781460000143,Restaurante
7782497000196,Restaurante
7786932000150,Restaurante
7787363000168,Restaurante
7790196000104,Restaurante
7791760000103,Restaurante
7793637000121,Restaurante
7794584000163,Similar
7795129000182,Restaurante
7799063000107,Restaurante
7799769000160,Restaurante
7800611000163,Restaurante
7801167000109,Restaurante
7805802000118,Restaurante
7808361000108,Restaurante
7809347000129,Restaurante
7810640000106,Restaurante
7817573000151,Bar
7817573000313,Restaurante
7817573000585,Bar
7821320000151,Restaurante
7823239000100,Restaurante
7823652000175,Restaurante
7825079000139,Restaurante
7826867000140,Restaurante
7827897000170,Restaurante
7828037000151,Restaurante
7830223000125,Restaurante
7830495000125,Restaurante
7831948000138,Similar
7835934000192,Restaurante
7836888000146,Restaurante
7836888000308,Restaurante
7836888000499,Restaurante
7837409000106,Restaurante
7839620000168,Restaurante
7845416000150,Restaurante
7845659000198,Restaurante
7846713000110,Restaurante
7849197000187,Similar
7849197000349,Similar
7853266000126,Restaurante
7854447000177,Restaurante
7860290000273,Cafeteria
7862047000103,Restaurante
7862984000169,Similar
7862984000240,Similar
7865571000138,Restaurante
7865571000219,Restaurante
7866575000130,Restaurante
7866575000211,Restaurante
7869747000120,Restaurante
7874549000154,Restaurante
7876219000106,Restaurante
7879600000110,Similar
7881492000110,Similar
7882075000192,Restaurante
7885764000150,Restaurante
7887398000179,Restaurante
7889274000122,Restaurante
7889593000138,Restaurante
7890926000149,Restaurante
7893448000120,Restaurante
7893814000141,Restaurante
7894032000127,Restaurante
7895177000142,Bar
7895819000103,Restaurante
7901790000125,Restaurante
7903515000140,Restaurante
7905605000170,Restaurante
7906446000129,Restaurante
7907656000131,Similar
7908381000150,Cafeteria
7910304000135,Bar
7913830000159,Restaurante
7914900000193,Restaurante
7917699000106,Restaurante
7918225000170,Similar
7918379000162,Restaurante
7918755000119,Cafeteria
7919867000194,Restaurante
7923997000109,Restaurante
7936184000145,Similar
7944345000142,Restaurante
7955278000161,Restaurante
7955278000404,Restaurante
7955278000595,Restaurante
7956403000158,Restaurante
7966775000165,Bar
7967437000148,Restaurante
7967437000229,Restaurante
7972189000123,Similar
7973619000121,Restaurante
7980983000119,Restaurante
7980985000108,Restaurante
7984267000100,Cafeteria
7984672000128,Similar
7984947000123,Bar
7985008000101,Restaurante
7985900000184,Restaurante
7985900000265,Restaurante
7985900000346,Restaurante
7985900000427,Restaurante
7985900000508,Restaurante
7985900000699,Restaurante
7985900000850,Restaurante
7986026000108,Similar
7988096000197,Restaurante
7989214000181,Restaurante
7990637000111,Similar
7994546000154,Restaurante
7997585000105,Restaurante
8000059000191,Restaurante
8001253000191,Restaurante
8003214000123,Restaurante
8010542000157,Cafeteria
8011543000116,Restaurante
8014110000114,Bar
8017496000118,Restaurante
8017496000207,Restaurante
8017496000380,Restaurante
8018550000140,Restaurante
8020659000111,Restaurante
8025863000397,Restaurante
8032273000120,Restaurante
8035451000176,Similar
8035611000187,Restaurante
8035611000349,Restaurante
8041645000265,Bar
8043483000113,Restaurante
8056416000133,Cafeteria
8057268000171,Restaurante
8058649000175,Restaurante
8060669000180,Restaurante
8062252000157,Restaurante
8062534000405,Restaurante
8063051000174,Restaurante
8064380000130,Cafeteria
8069539000109,Restaurante
8070362000160,Similar
8071191000194,Restaurante
8072140000187,Restaurante
8072481000152,Restaurante
8075258000169,Restaurante
8077061000169,Restaurante
8079187000172,Restaurante
8083193000101,Cafeteria
8088133000173,Restaurante
8089083000149,Restaurante
8091516000109,Similar
8092429000168,Restaurante
8093638000126,Similar
8094363000145,Restaurante
8095476000165,Bar
8097305000175,Restaurante
8103025000122,Restaurante
8103025000394,Restaurante
8103025000475,Restaurante
8103292000108,Cafeteria
8117573000101,Cafeteria
8133200000124,Restaurante
8133485000101,Restaurante
8140497000155,Restaurante
8147747000189,Restaurante
8157275000145,Restaurante
8166166000194,Restaurante
8170423000161,Bar
8174235000101,Bar
8176456000119,Restaurante
8182642000160,Similar
8182752000122,Restaurante
8188959000104,Restaurante
8207021000194,Restaurante
8208897000155,Restaurante
8208897000236,Restaurante
8208897000317,Restaurante
8209396000193,Similar
8219350000155,Restaurante
8222965000130,Similar
8226759000107,Restaurante
8233886000125,Restaurante
8240456000130,Restaurante
8250114000100,Restaurante
8250983000126,Restaurante
8252767000110,Restaurante
8257028000110,Restaurante
8257635000180,Similar
8257892000112,Restaurante
8262566000284,Similar
8262566000365,Similar
8262566000446,Similar
8266349000181,Similar
8272282000198,Restaurante
8276517000110,Cafeteria
8277054000100,Restaurante
8278540000143,Restaurante
8279380000157,Restaurante
8280572000183,Restaurante
8281783000130,Restaurante
8283254000176,Restaurante
8283344000167,Restaurante
8283828000106,Bar
8283828000297,Similar
8287069000150,Restaurante
8293782000106,Bar
8293844000180,Restaurante
8296559000112,Restaurante
8298479000104,Restaurante
8300434000119,Bar
8304405000125,Cafeteria
8305967000193,Restaurante
8306605000117,Restaurante
8306671000197,Restaurante
8307890000190,Restaurante
8311908000128,Restaurante
8314463000130,Restaurante
8316173000125,Restaurante
8317961000136,Restaurante
8321154000197,Restaurante
8322704000192,Restaurante
8322801000185,Restaurante
8325120000170,Restaurante
8325135000139,Cafeteria
8334517000129,Bar
8334646000117,Restaurante
8336485000109,Restaurante
8342516000126,Restaurante
8345633000143,Restaurante
8345762000131,Restaurante
8347174000137,Restaurante
8349423000123,Restaurante
8352821000107,Restaurante
8355680000178,Restaurante
8357293000170,Restaurante
8358511000191,Cafeteria
8358752000211,Restaurante
8360220000138,Restaurante
8361061000196,Similar
8361287000197,Restaurante
8366587000169,Restaurante
8371170000194,Similar
8373429000136,Restaurante
8375657000145,Restaurante
8380663000190,Restaurante
8382565000192,Restaurante
8385811000160,Similar
8385898000175,Restaurante
8393682000151,Restaurante
8395743000110,Restaurante
8397023000193,Restaurante
8397696000143,Restaurante
8399481000161,Restaurante
8404299000151,Cafeteria
8405464000190,Bar
8411137000140,Restaurante
8413811000126,Restaurante
8414683000135,Restaurante
8415105000113,Restaurante
8417686000122,Restaurante
8423092000124,Restaurante
8423352000161,Restaurante
8428000000107,Restaurante
8429471000121,Restaurante
8432927000102,Restaurante
8433548000137,Restaurante
8433600000155,Restaurante
8434994000166,Cafeteria
8438281000170,Restaurante
8440413000107,Bar
8442197000120,Cafeteria
8443027000160,Restaurante
8450353000103,Restaurante
8455217000106,Bar
8465033000119,Restaurante
8470393000109,Restaurante
8470846000105,Similar
8471566000103,Cafeteria
8471602000139,Restaurante
8475034000144,Restaurante
8482844000128,Restaurante
8482881000136,Bar
8488305000104,Restaurante
8488411000180,Restaurante
8488659000140,Bar
8489027000100,Restaurante
8490132000150,Cafeteria
8491864000165,Restaurante
8493338000134,Restaurante
8495627000172,Restaurante
8504555000182,Restaurante
8504645000173,Restaurante
8505026000101,Restaurante
8508953000177,Restaurante
8509924000120,Similar
8512208000100,Restaurante
8516131000138,Similar
8516196000183,Restaurante
8518735000113,Restaurante
8528626000187,Restaurante
8529514000140,Restaurante
8530442000151,Restaurante
8533147000159,Restaurante
8541678000193,Restaurante
8541921000173,Restaurante
8544109000100,Restaurante
8546693000124,Restaurante
8558538000128,Restaurante
8561781000103,Restaurante
8570898000145,Restaurante
8570913000155,Restaurante
8571053000255,Restaurante
8571665000167,Similar
8574422000182,Restaurante
8574447000186,Restaurante
8574447000267,Restaurante
8576546000105,Restaurante
8578355000174,Restaurante
8584598000115,Restaurante
8587249000157,Bar
8587595000135,Restaurante
8588851000290,Restaurante
8593081000192,Bar
8593579000155,Cafeteria
8594594000118,Restaurante
8596442000154,Restaurante
8596442000316,Restaurante
8599636000103,Restaurante
8600123000175,Restaurante
8602360000175,Restaurante
8602368000131,Restaurante
8603880000100,Restaurante
8607619000170,Restaurante
8608550000108,Restaurante
8608633000199,Restaurante
8609098000190,Restaurante
8610691000157,Similar
8610721000125,Restaurante
8610721000397,Restaurante
8611196000162,Similar
8611923000191,Cafeteria
8613694000144,Restaurante
8613694000225,Restaurante
8613694000306,Restaurante
8613694000497,Restaurante
8613694000659,Restaurante
8616161000116,Restaurante
8616402000127,Restaurante
8617410000198,Restaurante
8626535000184,Restaurante
8629726000108,Bar
8629949000167,Restaurante
8641963000186,Restaurante
8644469000175,Restaurante
8648965000105,Restaurante
8649641000183,Restaurante
8650910000121,Bar
8651727000140,Cafeteria
8655520000144,Restaurante
8660731000175,Restaurante
8662457000173,Restaurante
8665931000110,Restaurante
8673306000110,Restaurante
8674847000163,Similar
8675136000103,Restaurante
8678216000112,Cafeteria
8678216000201,Cafeteria
8678216000546,Cafeteria
8678999000134,Cafeteria
8680157000117,Similar
8681918000155,Restaurante
8683820000137,Cafeteria
8684665000173,Restaurante
8690102000198,Restaurante
8692636000153,Restaurante
8696636000121,Restaurante
8697902000130,Restaurante
8698534000145,Restaurante
8698859000128,Restaurante
8699276000111,Restaurante
8700680000168,Restaurante
8700680000249,Bar
8700680000320,Restaurante
8701284000155,Restaurante
8702294000105,Restaurante
8704870000153,Restaurante
8707102000153,Restaurante
8709991000198,Similar
8710543000104,Restaurante
8710781000110,Restaurante
8710900000134,Restaurante
8715257000131,Similar
8715457000194,Restaurante
8719159000172,Restaurante
8721150000104,Restaurante
8723106000630,Restaurante
8723106000800,Restaurante
8724352000100,Restaurante
8725000000160,Bar
8727192000144,Restaurante
8727316000191,Restaurante
8727316000272,Restaurante
8728507000178,Restaurante
8732997000186,Restaurante
8733367000126,Restaurante
8733639000198,Restaurante
8734760000134,Cafeteria
8735669000133,Similar
8736083000193,Restaurante
8736574000134,Restaurante
8736574000215,Restaurante
8738081000133,Restaurante
8739483000152,Restaurante
8741411000140,Restaurante
8741619000169,Restaurante
8742247000195,Restaurante
8742760000186,Similar
8744594000157,Restaurante
8747239000131,Restaurante
8749850000107,Cafeteria
8750889000136,Similar
8752246000121,Similar
8752246000202,Similar
8752246000393,Similar
8752246001101,Similar
8752246001365,Similar
8752246001527,Restaurante
8752955000107,Bar
8753167000135,Similar
8753193000163,Similar
8754146000134,Restaurante
8754146000215,Restaurante
8754146000487,Restaurante
8754146000649,Restaurante
8754146000720,Restaurante
8754146001025,Restaurante
8754439000111,Cafeteria
8754460000117,Restaurante
8755608000138,Restaurante
8756568000149,Restaurante
8758154000159,Restaurante
8762294000109,Bar
8763572000134,Restaurante
8765793000141,Restaurante
8768333000177,Restaurante
8768722000100,Similar
8771105000156,Restaurante
8780761000115,Restaurante
8783232000175,Restaurante
8786153000118,Restaurante
8786641000125,Restaurante
8790696000109,Cafeteria
8791060000181,Cafeteria
8791060000505,Cafeteria
8791060000858,Cafeteria
8791060001072,Cafeteria
8791060001153,Cafeteria
8791060001315,Restaurante
8791624000186,Restaurante
8792583000142,Restaurante
8795385000132,Restaurante
8795616000108,Restaurante
8795971000187,Restaurante
8796076000187,Restaurante
8796076000420,Restaurante
8796076000500,Restaurante
